WD08CD,WD08NM,PCO08CD,PCO08NM,
00CNHZ,Sparkbrook,5MX,Heart of Birmingham Teaching,
00CNJA,Springfield,5MX,Heart of Birmingham Teaching,
00CNJB,Stechford and Yardley North,5PG,Birmingham East and North,
00CNJC,Stockland Green,5PG,Birmingham East and North,
00CNJD,Sutton Four Oaks,5PG,Birmingham East and North,
00CNJE,Sutton New Hall,5PG,Birmingham East and North,
00CNJF,Sutton Trinity,5PG,Birmingham East and North,
00CNJG,Sutton Vesey,5PG,Birmingham East and North,
00CNJH,Tyburn,5PG,Birmingham East and North,
00CNJJ,Washwood Heath,5PG,Birmingham East and North,
00CNJK,Weoley,5M1,South Birmingham,
00CQFU,Bablake,5MD,Coventry Teaching,
00CQFW,Binley and Willenhall,5MD,Coventry Teaching,
00CQFX,Cheylesmore,5MD,Coventry Teaching,
00CQFY,Earlsdon,5MD,Coventry Teaching,
00CQFZ,Foleshill,5MD,Coventry Teaching,
00CQGA,Henley,5MD,Coventry Teaching,
00CQGB,Holbrook,5MD,Coventry Teaching,
00CQGC,Longford,5MD,Coventry Teaching,
00CQGD,Lower Stoke,5MD,Coventry Teaching,
00CQGE,Radford,5MD,Coventry Teaching,
00CQGF,St Michael's,5MD,Coventry Teaching,
00CQGG,Sherbourne,5MD,Coventry Teaching,
00CQGH,Upper Stoke,5MD,Coventry Teaching,
00CQGJ,Wainbody,5MD,Coventry Teaching,
00CQGK,Westwood,5MD,Coventry Teaching,
00CQGL,Whoberley,5MD,Coventry Teaching,
00CQGM,Woodlands,5MD,Coventry Teaching,
00CQGN,Wyken,5MD,Coventry Teaching,
00CRGB,Amblecote,5PE,Dudley,
00CRGC,Belle Vale,5PE,Dudley,
00CRGD,Brierley Hill,5PE,Dudley,
00CRGE,Brockmoor and Pensnett,5PE,Dudley,
00CRGF,Castle and Priory,5PE,Dudley,
00CRGG,Coseley East,5PE,Dudley,
00CRGH,Cradley and Foxcote,5PE,Dudley,
00CRGJ,Gornal,5PE,Dudley,
00CRGK,Halesowen North,5PE,Dudley,
00CRGL,Halesowen South,5PE,Dudley,
00CRGM,Hayley Green and Cradley South,5PE,Dudley,
00CRGN,Kingswinford North and Wall Heath,5PE,Dudley,
00CRGP,Kingswinford South,5PE,Dudley,
00CRGQ,Lye and Wollescote,5PE,Dudley,
00CRGR,"Netherton, Woodside and St Andrews",5PE,Dudley,
00CRGS,Norton,5PE,Dudley,
00CRGT,Pedmore and Stourbridge East,5PE,Dudley,
00CRGU,Quarry Bank and Dudley Wood,5PE,Dudley,
00CRGW,St James's,5PE,Dudley,
00CRGX,St Thomas's,5PE,Dudley,
00CRGY,Sedgley,5PE,Dudley,
00CRGZ,Upper Gornal and Woodsetton,5PE,Dudley,
00CRHA,Wollaston and Stourbridge Town,5PE,Dudley,
00CRHB,Wordsley,5PE,Dudley,
00CSGB,Abbey,5PF,Sandwell,
00CSGC,Blackheath,5PF,Sandwell,
00CSGD,Bristnall,5PF,Sandwell,
00CSGE,Charlemont with Grove Vale,5PF,Sandwell,
00CSGF,Cradley Heath and Old Hill,5PF,Sandwell,
00CSGG,Friar Park,5PF,Sandwell,
00CSGH,Great Barr with Yew Tree,5PF,Sandwell,
00CSGJ,Great Bridge,5PF,Sandwell,
00CSGK,Greets Green and Lyng,5PF,Sandwell,
00CSGL,Hateley Heath,5PF,Sandwell,
00CSGM,Langley,5PF,Sandwell,
00CSGN,Newton,5PF,Sandwell,
00CSGP,Old Warley,5PF,Sandwell,
00CSGQ,Oldbury,5PF,Sandwell,
00CSGR,Princes End,5PF,Sandwell,
00CSGS,Rowley,5PF,Sandwell,
00CSGT,St Pauls,5PF,Sandwell,
00CSGU,Smethwick,5PF,Sandwell,
00CSGW,Soho and Victoria,5PF,Sandwell,
00CSGX,Tipton Green,5PF,Sandwell,
00CSGY,Tividale,5PF,Sandwell,
00CSGZ,Wednesbury North,5PF,Sandwell,
00CSHA,Wednesbury South,5PF,Sandwell,
00CSHB,West Bromwich Central,5PF,Sandwell,
00CTFT,Bickenhill,TAM,Solihull,
00CTFU,Blythe,TAM,Solihull,
00CTFW,Castle Bromwich,TAM,Solihull,
00CTFX,Chelmsley Wood,TAM,Solihull,
00CTFY,Dorridge and Hockley Heath,TAM,Solihull,
00CTFZ,Elmdon,TAM,Solihull,
00CTGA,Kingshurst and Fordbridge,TAM,Solihull,
00CTGB,Knowle,TAM,Solihull,
00CTGC,Lyndon,TAM,Solihull,
00CTGD,Meriden,TAM,Solihull,
00CTGE,Olton,TAM,Solihull,
00CTGF,St Alphege,TAM,Solihull,
00CTGG,Shirley East,TAM,Solihull,
00CTGH,Shirley South,TAM,Solihull,
00CTGJ,Shirley West,TAM,Solihull,
00CTGK,Silhill,TAM,Solihull,
00CTGL,Smith's Wood,TAM,Solihull,
00CUFX,Aldridge Central and South,5M3,Walsall Teaching,
00CUFY,Aldridge North and Walsall Wood,5M3,Walsall Teaching,
00CUFZ,Bentley and Darlaston North,5M3,Walsall Teaching,
00CUGA,Birchills Leamore,5M3,Walsall Teaching,
00CUGB,Blakenall,5M3,Walsall Teaching,
00CUGC,Bloxwich East,5M3,Walsall Teaching,
00CUGD,Bloxwich West,5M3,Walsall Teaching,
00CUGE,Brownhills,5M3,Walsall Teaching,
00CUGF,Darlaston South,5M3,Walsall Teaching,
00CUGG,Paddock,5M3,Walsall Teaching,
00CUGH,Palfrey,5M3,Walsall Teaching,
00CUGJ,Pelsall,5M3,Walsall Teaching,
00CUGK,Pheasey Park Farm,5M3,Walsall Teaching,
00CUGL,Pleck,5M3,Walsall Teaching,
00CUGM,Rushall-Shelfield,5M3,Walsall Teaching,
00CUGN,St Matthew's,5M3,Walsall Teaching,
00CUGP,Short Heath,5M3,Walsall Teaching,
00CUGQ,Streetly,5M3,Walsall Teaching,
00CUGR,Willenhall North,5M3,Walsall Teaching,
00CUGS,Willenhall South,5M3,Walsall Teaching,
00CWFX,Bilston East,5MV,Wolverhampton City,
00CWFY,Bilston North,5MV,Wolverhampton City,
00CWFZ,Blakenhall,5MV,Wolverhampton City,
00CWGA,Bushbury North,5MV,Wolverhampton City,
00CWGB,Bushbury South and Low Hill,5MV,Wolverhampton City,
00CWGC,East Park,5MV,Wolverhampton City,
00CWGD,Ettingshall,5MV,Wolverhampton City,
00CWGE,Fallings Park,5MV,Wolverhampton City,
00CWGF,Graiseley,5MV,Wolverhampton City,
00CWGG,Heath Town,5MV,Wolverhampton City,
00CWGH,Merry Hill,5MV,Wolverhampton City,
00CWGJ,Oxley,5MV,Wolverhampton City,
00CWGK,Park,5MV,Wolverhampton City,
00CWGL,Penn,5MV,Wolverhampton City,
00CWGM,St Peter's,5MV,Wolverhampton City,
00CWGN,Spring Vale,5MV,Wolverhampton City,
00CWGP,Tettenhall Regis,5MV,Wolverhampton City,
00CWGQ,Tettenhall Wightwick,5MV,Wolverhampton City,
00CWGR,Wednesfield North,5MV,Wolverhampton City,
00CWGS,Wednesfield South,5MV,Wolverhampton City,
00CXGH,Baildon,5NY,Bradford and Airedale Teaching,
00CXGJ,Bingley,5NY,Bradford and Airedale Teaching,
00CXGK,Bingley Rural,5NY,Bradford and Airedale Teaching,
00CXGL,Bolton and Undercliffe,5NY,Bradford and Airedale Teaching,
00CXGM,Bowling and Barkerend,5NY,Bradford and Airedale Teaching,
00CXGN,Bradford Moor,5NY,Bradford and Airedale Teaching,
00CXGP,City,5NY,Bradford and Airedale Teaching,
00CXGQ,Clayton and Fairweather Green,5NY,Bradford and Airedale Teaching,
00CXGR,Craven,5NY,Bradford and Airedale Teaching,
00CXGS,Eccleshill,5NY,Bradford and Airedale Teaching,
00CXGT,Great Horton,5NY,Bradford and Airedale Teaching,
00CXGU,Heaton,5NY,Bradford and Airedale Teaching,
00CXGW,Idle and Thackley,5NY,Bradford and Airedale Teaching,
00CXGX,Ilkley,5NY,Bradford and Airedale Teaching,
00CXGY,Keighley Central,5NY,Bradford and Airedale Teaching,
00CXGZ,Keighley East,5NY,Bradford and Airedale Teaching,
00CXHA,Keighley West,5NY,Bradford and Airedale Teaching,
00CXHB,Little Horton,5NY,Bradford and Airedale Teaching,
00CXHC,Manningham,5NY,Bradford and Airedale Teaching,
00CXHD,Queensbury,5NY,Bradford and Airedale Teaching,
00CXHE,Royds,5NY,Bradford and Airedale Teaching,
00CXHF,Shipley,5NY,Bradford and Airedale Teaching,
00CXHG,Thornton and Allerton,5NY,Bradford and Airedale Teaching,
00CXHH,Toller,5NY,Bradford and Airedale Teaching,
00CXHJ,Tong,5NY,Bradford and Airedale Teaching,
00CXHK,Wharfedale,5NY,Bradford and Airedale Teaching,
00CXHL,Wibsey,5NY,Bradford and Airedale Teaching,
00CXHM,Windhill and Wrose,5NY,Bradford and Airedale Teaching,
00CXHN,Worth Valley,5NY,Bradford and Airedale Teaching,
00CXHP,Wyke,5NY,Bradford and Airedale Teaching,
00CYFU,Brighouse,5J6,Calderdale,
00CYFW,Calder,5J6,Calderdale,
00CYFX,Elland,5J6,Calderdale,
00CYFY,Greetland and Stainland,5J6,Calderdale,
00CYFZ,Hipperholme and Lightcliffe,5J6,Calderdale,
00CYGA,Illingworth and Mixenden,5J6,Calderdale,
00CYGB,Luddendenfoot,5J6,Calderdale,
00CYGC,Northowram and Shelf,5J6,Calderdale,
00CYGD,Ovenden,5J6,Calderdale,
00CYGE,Park,5J6,Calderdale,
00CYGF,Rastrick,5J6,Calderdale,
00CYGG,Ryburn,5J6,Calderdale,
00CYGH,Skircoat,5J6,Calderdale,
00CYGJ,Sowerby Bridge,5J6,Calderdale,
00CYGK,Todmorden,5J6,Calderdale,
00CYGL,Town,5J6,Calderdale,
00CYGM,Warley,5J6,Calderdale,
00CZGB,Almondbury,5N2,Kirklees,
00CZGC,Ashbrow,5N2,Kirklees,
00CZGD,Batley East,5N2,Kirklees,
00CZGE,Batley West,5N2,Kirklees,
00CZGF,Birstall and Birkenshaw,5N2,Kirklees,
00CZGG,Cleckheaton,5N2,Kirklees,
00CZGH,Colne Valley,5N2,Kirklees,
00CZGJ,Crosland Moor and Netherton,5N2,Kirklees,
00CZGK,Dalton,5N2,Kirklees,
00CZGL,Denby Dale,5N2,Kirklees,
00CZGM,Dewsbury East,5N2,Kirklees,
00CZGN,Dewsbury South,5N2,Kirklees,
00CZGP,Dewsbury West,5N2,Kirklees,
00CZGQ,Golcar,5N2,Kirklees,
00CZGR,Greenhead,5N2,Kirklees,
00CZGS,Heckmondwike,5N2,Kirklees,
00CZGT,Holme Valley North,5N2,Kirklees,
00CZGU,Holme Valley South,5N2,Kirklees,
00CZGW,Kirkburton,5N2,Kirklees,
00CZGX,Lindley,5N2,Kirklees,
00CZGY,Liversedge and Gomersal,5N2,Kirklees,
00CZGZ,Mirfield,5N2,Kirklees,
00CZHA,Newsome,5N2,Kirklees,
00DAGL,Adel and Wharfedale,5N1,Leeds,
00DAGM,Alwoodley,5N1,Leeds,
00DAGN,Ardsley and Robin Hood,5N1,Leeds,
00DAGP,Armley,5N1,Leeds,
00DAGQ,Beeston and Holbeck,5N1,Leeds,
00DAGR,Bramley and Stanningley,5N1,Leeds,
00DAGS,Burmantofts and Richmond Hill,5N1,Leeds,
00DAGT,Calverley and Farsley,5N1,Leeds,
00DAGU,Chapel Allerton,5N1,Leeds,
00DAGW,City and Hunslet,5N1,Leeds,
00DAGX,Cross Gates and Whinmoor,5N1,Leeds,
00DAGY,Farnley and Wortley,5N1,Leeds,
00DAGZ,Garforth and Swillington,5N1,Leeds,
00DAHA,Gipton and Harehills,5N1,Leeds,
00DAHB,Guiseley and Rawdon,5N1,Leeds,
00DAHC,Harewood,5N1,Leeds,
00DAHD,Headingley,5N1,Leeds,
00DAHE,Horsforth,5N1,Leeds,
00DAHF,Hyde Park and Woodhouse,5N1,Leeds,
00DAHG,Killingbeck and Seacroft,5N1,Leeds,
00DAHH,Kippax and Methley,5N1,Leeds,
00DAHJ,Kirkstall,5N1,Leeds,
00DAHK,Middleton Park,5N1,Leeds,
00DAHL,Moortown,5N1,Leeds,
00DAHM,Morley North,5N1,Leeds,
00DAHN,Morley South,5N1,Leeds,
00DAHP,Otley and Yeadon,5N1,Leeds,
00DAHQ,Pudsey,5N1,Leeds,
00DAHR,Rothwell,5N1,Leeds,
00DAHS,Roundhay,5N1,Leeds,
00DAHT,Temple Newsam,5N1,Leeds,
00DAHU,Weetwood,5N1,Leeds,
00DAHW,Wetherby,5N1,Leeds,
00DBFY,"Ackworth, North Elmsall and Upton",5N3,Wakefield District,
00DBFZ,Airedale and Ferry Fryston,5N3,Wakefield District,
00DBGA,Altofts and Whitwood,5N3,Wakefield District,
00DBGB,Castleford Central and Glasshoughton,5N3,Wakefield District,
00DBGC,"Crofton, Ryhill and Walton",5N3,Wakefield District,
00DBGD,Featherstone,5N3,Wakefield District,
00DBGE,Hemsworth,5N3,Wakefield District,
00DBGF,Horbury and South Ossett,5N3,Wakefield District,
00DBGG,Knottingley,5N3,Wakefield District,
00DBGH,Normanton,5N3,Wakefield District,
00DBGJ,Ossett,5N3,Wakefield District,
00DBGK,Pontefract North,5N3,Wakefield District,
00DBGL,Pontefract South,5N3,Wakefield District,
00DBGM,South Elmsall and South Kirkby,5N3,Wakefield District,
00DBGN,Stanley and Outwood East,5N3,Wakefield District,
00DBGP,Wakefield East,5N3,Wakefield District,
00DBGQ,Wakefield North,5N3,Wakefield District,
00DBGR,Wakefield Rural,5N3,Wakefield District,
00DBGS,Wakefield South,5N3,Wakefield District,
00DBGT,Wakefield West,5N3,Wakefield District,
00DBGU,Wrenthorpe and Outwood West,5N3,Wakefield District,
00EBMT,Brus,5D9,Hartlepool,
00EBMU,Burn Valley,5D9,Hartlepool,
00EBMW,Dyke House,5D9,Hartlepool,
00EBMX,Elwick,5D9,Hartlepool,
00EBMY,Fens,5D9,Hartlepool,
00EBMZ,Foggy Furze,5D9,Hartlepool,
00EBNA,Grange,5D9,Hartlepool,
00EBNB,Greatham,5D9,Hartlepool,
00EBNC,Hart,5D9,Hartlepool,
00EBND,Owton,5D9,Hartlepool,
00EBNE,Park,5D9,Hartlepool,
00EBNF,Rift House,5D9,Hartlepool,
00EBNG,Rossmere,5D9,Hartlepool,
00EBNH,St Hilda,5D9,Hartlepool,
00EBNJ,Seaton,5D9,Hartlepool,
00EBNK,Stranton,5D9,Hartlepool,
00EBNL,Throston,5D9,Hartlepool,
00ECNC,Acklam,5KM,Middlesbrough,
00ECND,Ayresome,5KM,Middlesbrough,
00ECNE,Beckfield,5KM,Middlesbrough,
00ECNF,Beechwood,5KM,Middlesbrough,
00ECNG,Brookfield,5KM,Middlesbrough,
00ECNH,Clairville,5KM,Middlesbrough,
00ECNJ,Coulby Newham,5KM,Middlesbrough,
00ECNK,Gresham,5KM,Middlesbrough,
00ECNL,Hemlington,5KM,Middlesbrough,
00ECNM,Kader,5KM,Middlesbrough,
00ECNN,Ladgate,5KM,Middlesbrough,
00ECNP,Linthorpe,5KM,Middlesbrough,
00ECNQ,North Ormesby and Brambles Farm,5KM,Middlesbrough,
00ECNR,Marton,5KM,Middlesbrough,
00ECNS,Marton West,5KM,Middlesbrough,
00ECNT,Middlehaven,5KM,Middlesbrough,
00ECNU,Nunthorpe,5KM,Middlesbrough,
00ECNW,Pallister,5KM,Middlesbrough,
00ECNX,Park,5KM,Middlesbrough,
00ECNY,Park End,5KM,Middlesbrough,
00ECNZ,Stainton and Thornton,5KM,Middlesbrough,
00ECPA,Thorntree,5KM,Middlesbrough,
00ECPB,University,5KM,Middlesbrough,
00EEMZ,Brotton,5QR,Redcar and Cleveland,
00EENA,Coatham,5QR,Redcar and Cleveland,
00EENB,Dormanstown,5QR,Redcar and Cleveland,
00EENC,Eston,5QR,Redcar and Cleveland,
00EEND,Grangetown,5QR,Redcar and Cleveland,
00EENE,Guisborough,5QR,Redcar and Cleveland,
00EENF,Hutton,5QR,Redcar and Cleveland,
00EENG,Kirkleatham,5QR,Redcar and Cleveland,
00EENH,Lockwood,5QR,Redcar and Cleveland,
00EENJ,Loftus,5QR,Redcar and Cleveland,
00EENK,Longbeck,5QR,Redcar and Cleveland,
00EENL,Newcomen,5QR,Redcar and Cleveland,
00EENM,Normanby,5QR,Redcar and Cleveland,
00EENN,Ormesby,5QR,Redcar and Cleveland,
00EENP,St Germain's,5QR,Redcar and Cleveland,
00EENQ,Saltburn,5QR,Redcar and Cleveland,
00EENR,Skelton,5QR,Redcar and Cleveland,
00EENS,South Bank,5QR,Redcar and Cleveland,
00EENT,Teesville,5QR,Redcar and Cleveland,
00EENU,West Dyke,5QR,Redcar and Cleveland,
00EENW,Westworth,5QR,Redcar and Cleveland,
00EENX,Zetland,5QR,Redcar and Cleveland,
00EFNH,Billingham Central,5E1,Stockton-on-Tees Teaching,
00EFNJ,Billingham East,5E1,Stockton-on-Tees Teaching,
00EFNK,Billingham North,5E1,Stockton-on-Tees Teaching,
00EFNL,Billingham South,5E1,Stockton-on-Tees Teaching,
00EFNM,Billingham West,5E1,Stockton-on-Tees Teaching,
00EFNN,Bishopsgarth and Elm Tree,5E1,Stockton-on-Tees Teaching,
00EFNP,Eaglescliffe,5E1,Stockton-on-Tees Teaching,
00EFNQ,Fairfield,5E1,Stockton-on-Tees Teaching,
00EFNR,Grangefield,5E1,Stockton-on-Tees Teaching,
00EFNS,Hardwick,5E1,Stockton-on-Tees Teaching,
00EFNT,Hartburn,5E1,Stockton-on-Tees Teaching,
00EFNU,Ingleby Barwick East,5E1,Stockton-on-Tees Teaching,
00EFNW,Ingleby Barwick West,5E1,Stockton-on-Tees Teaching,
00EFNX,Mandale and Victoria,5E1,Stockton-on-Tees Teaching,
00EFNY,Newtown,5E1,Stockton-on-Tees Teaching,
00EFNZ,Northern Parishes,5E1,Stockton-on-Tees Teaching,
00EFPA,Norton North,5E1,Stockton-on-Tees Teaching,
00EFPB,Norton South,5E1,Stockton-on-Tees Teaching,
00EFPC,Norton West,5E1,Stockton-on-Tees Teaching,
00EFPD,Parkfield and Oxbridge,5E1,Stockton-on-Tees Teaching,
00EFPE,Roseworth,5E1,Stockton-on-Tees Teaching,
00EFPF,Stainsby Hill,5E1,Stockton-on-Tees Teaching,
00EFPG,Stockton Town Centre,5E1,Stockton-on-Tees Teaching,
00EFPH,Village,5E1,Stockton-on-Tees Teaching,
00EFPJ,Western Parishes,5E1,Stockton-on-Tees Teaching,
00EFPK,Yarm,5E1,Stockton-on-Tees Teaching,
00EHNC,Bank Top,5J9,Darlington,
00EHND,Central,5J9,Darlington,
00EHNE,Cockerton East,5J9,Darlington,
00EHNF,Cockerton West,5J9,Darlington,
00EHNG,College,5J9,Darlington,
00EHNH,Eastbourne,5J9,Darlington,
00EHNJ,Faverdale,5J9,Darlington,
00EHNK,Harrowgate Hill,5J9,Darlington,
00EHNL,Haughton East,5J9,Darlington,
00EHNM,Haughton North,5J9,Darlington,
00EHNN,Haughton West,5J9,Darlington,
00EHNP,Heighington and Coniscliffe,5J9,Darlington,
00EHNQ,Hummersknott,5J9,Darlington,
00EHNR,Hurworth,5J9,Darlington,
00EHNS,Lascelles,5J9,Darlington,
00EHNT,Lingfield,5J9,Darlington,
00EHNU,Middleton St George,5J9,Darlington,
00EHNW,Mowden,5J9,Darlington,
00EHNX,North Road,5J9,Darlington,
00EHNY,Northgate,5J9,Darlington,
00EHNZ,Park East,5J9,Darlington,
00EHPA,Park West,5J9,Darlington,
00EHPB,Pierremont,5J9,Darlington,
00EHPC,Sadberge and Whessoe,5J9,Darlington,
00ETMY,Appleton,5NM,Halton and St Helens,
00ETMZ,Beechwood,5NM,Halton and St Helens,
00ETNA,Birchfield,5NM,Halton and St Helens,
00ETNB,Broadheath,5NM,Halton and St Helens,
00ETNC,Castlefields,5NM,Halton and St Helens,
00ETND,Daresbury,5NM,Halton and St Helens,
00ETNE,Ditton,5NM,Halton and St Helens,
00ETNF,Farnworth,5NM,Halton and St Helens,
00ETNG,Grange,5NM,Halton and St Helens,
00ETNH,Hale,5NM,Halton and St Helens,
00ETNJ,Halton Brook,5NM,Halton and St Helens,
00ETNK,Halton Lea,5NM,Halton and St Helens,
00ETNL,Halton View,5NM,Halton and St Helens,
00ETNM,Heath,5NM,Halton and St Helens,
00ETNN,Hough Green,5NM,Halton and St Helens,
00ETNP,Kingsway,5NM,Halton and St Helens,
00ETNQ,Mersey,5NM,Halton and St Helens,
00ETNR,Norton North,5NM,Halton and St Helens,
00ETNS,Norton South,5NM,Halton and St Helens,
00ETNT,Riverside,5NM,Halton and St Helens,
00ETNU,Windmill Hill,5NM,Halton and St Helens,
00EUNB,Appleton,5J2,Warrington,
00EUNC,Bewsey and Whitecross,5J2,Warrington,
00EUND,Birchwood,5J2,Warrington,
00EUNE,Burtonwood and Winwick,5J2,Warrington,
00EUNF,"Culcheth, Glazebury and Croft",5J2,Warrington,
00EUNG,Fairfield and Howley,5J2,Warrington,
00EUNH,Grappenhall and Thelwall,5J2,Warrington,
00EUNJ,Great Sankey North,5J2,Warrington,
00EUNK,Great Sankey South,5J2,Warrington,
00EUNL,"Hatton, Stretton and Walton",5J2,Warrington,
00EUNM,Latchford East,5J2,Warrington,
00EUNN,Latchford West,5J2,Warrington,
00EUNP,Lymm,5J2,Warrington,
00EUNQ,Orford,5J2,Warrington,
00EUNR,Penketh and Cuerdley,5J2,Warrington,
00EUNS,Poplars and Hulme,5J2,Warrington,
00EUNT,Poulton North,5J2,Warrington,
00EUNU,Poulton South,5J2,Warrington,
00EUNW,Rixton and Woolston,5J2,Warrington,
00EUNX,Stockton Heath,5J2,Warrington,
00EUNY,Westbrook,5J2,Warrington,
00EUNZ,Whittle Hall,5J2,Warrington,
00EXMZ,Audley,5CC,Blackburn with Darwen,
00EXNA,Bastwell,5CC,Blackburn with Darwen,
00EXNB,Beardwood with Lammack,5CC,Blackburn with Darwen,
00EXNC,Corporation Park,5CC,Blackburn with Darwen,
00EXND,Earcroft,5CC,Blackburn with Darwen,
00EXNE,East Rural,5CC,Blackburn with Darwen,
00EXNF,Ewood,5CC,Blackburn with Darwen,
00EXNG,Fernhurst,5CC,Blackburn with Darwen,
00EXNH,Higher Croft,5CC,Blackburn with Darwen,
00EXNJ,Little Harwood,5CC,Blackburn with Darwen,
00EXNK,Livesey with Pleasington,5CC,Blackburn with Darwen,
00EXNL,Marsh House,5CC,Blackburn with Darwen,
00EXNM,Meadowhead,5CC,Blackburn with Darwen,
00EXNN,Mill Hill,5CC,Blackburn with Darwen,
00EXNP,North Turton with Tockholes,5CC,Blackburn with Darwen,
00EXNQ,Queen's Park,5CC,Blackburn with Darwen,
00EXNR,Roe Lee,5CC,Blackburn with Darwen,
00EXNS,Shadsworth with Whitebirk,5CC,Blackburn with Darwen,
00EXNT,Shear Brow,5CC,Blackburn with Darwen,
00EXNU,Sudell,5CC,Blackburn with Darwen,
00EXNW,Sunnyhurst,5CC,Blackburn with Darwen,
00EXNX,Wensley Fold,5CC,Blackburn with Darwen,
00EXNY,Whitehall,5CC,Blackburn with Darwen,
00EYMZ,Anchorsholme,5HP,Blackpool,
00EYNA,Bispham,5HP,Blackpool,
00EYNB,Bloomfield,5HP,Blackpool,
00EYNC,Brunswick,5HP,Blackpool,
00EYND,Claremont,5HP,Blackpool,
00EYNE,Clifton,5HP,Blackpool,
00EYNF,Greenlands,5HP,Blackpool,
00EYNG,Hawes Side,5HP,Blackpool,
00EYNH,Highfield,5HP,Blackpool,
00EYNJ,Ingthorpe,5HP,Blackpool,
00EYNK,Layton,5HP,Blackpool,
00EYNL,Marton,5HP,Blackpool,
00EYNM,Norbreck,5HP,Blackpool,
00EYNN,Park,5HP,Blackpool,
00EYNP,Squires Gate,5HP,Blackpool,
00EYNQ,Stanley,5HP,Blackpool,
00EYNR,Talbot,5HP,Blackpool,
00EYNS,Tyldesley,5HP,Blackpool,
00EYNT,Victoria,5HP,Blackpool,
00EYNU,Warbreck,5HP,Blackpool,
00EYNW,Waterloo,5HP,Blackpool,
00FAMX,Avenue,5NX,Hull Teaching,
00FAMY,Beverley,5NX,Hull Teaching,
00FAMZ,Boothferry,5NX,Hull Teaching,
00FANA,Bransholme East,5NX,Hull Teaching,
00FANB,Bransholme West,5NX,Hull Teaching,
00FANC,Bricknell,5NX,Hull Teaching,
00FAND,Derringham,5NX,Hull Teaching,
00FANE,Drypool,5NX,Hull Teaching,
00FANF,Holderness,5NX,Hull Teaching,
00FANG,Ings,5NX,Hull Teaching,
00FANH,Kings Park,5NX,Hull Teaching,
00FANJ,Longhill,5NX,Hull Teaching,
00FANK,Marfleet,5NX,Hull Teaching,
00FANL,Myton,5NX,Hull Teaching,
00FANM,Newington,5NX,Hull Teaching,
00FANN,Newland,5NX,Hull Teaching,
00FANP,Orchard Park and Greenwood,5NX,Hull Teaching,
00FANQ,Pickering,5NX,Hull Teaching,
00FANR,St Andrew's,5NX,Hull Teaching,
00FANS,Southcoates East,5NX,Hull Teaching,
00FANT,Southcoates West,5NX,Hull Teaching,
00FANU,Sutton,5NX,Hull Teaching,
00FANW,University,5NX,Hull Teaching,
00FBND,Beverley Rural,5NW,East Riding of Yorkshire,
00FBNE,Bridlington Central and Old Town,5NW,East Riding of Yorkshire,
00FBNF,Bridlington North,5NW,East Riding of Yorkshire,
00FBNG,Bridlington South,5NW,East Riding of Yorkshire,
00FBNH,Cottingham North,5NW,East Riding of Yorkshire,
00FBNJ,Cottingham South,5NW,East Riding of Yorkshire,
00FBNK,Dale,5NW,East Riding of Yorkshire,
00FBNL,Driffield and Rural,5NW,East Riding of Yorkshire,
00FBNM,East Wolds and Coastal,5NW,East Riding of Yorkshire,
00FBNN,Goole North,5NW,East Riding of Yorkshire,
00FBNP,Goole South,5NW,East Riding of Yorkshire,
00FBNQ,Hessle,5NW,East Riding of Yorkshire,
00FBNR,Howden,5NW,East Riding of Yorkshire,
00FBNS,Howdenshire,5NW,East Riding of Yorkshire,
00FBNT,Mid Holderness,5NW,East Riding of Yorkshire,
00FBNU,Minster and Woodmansey,5NW,East Riding of Yorkshire,
00FBNW,North Holderness,5NW,East Riding of Yorkshire,
00FBNX,Pocklington Provincial,5NW,East Riding of Yorkshire,
00FBNY,St Mary's,5NW,East Riding of Yorkshire,
00FBNZ,"Snaith, Airmyn, Rawcliffe and Marshland",5NW,East Riding of Yorkshire,
00FBPA,South East Holderness,5NW,East Riding of Yorkshire,
00FBPB,South Hunsley,5NW,East Riding of Yorkshire,
00FBPC,South West Holderness,5NW,East Riding of Yorkshire,
00FBPD,Tranby,5NW,East Riding of Yorkshire,
00FBPE,Willerby and Kirk Ella,5NW,East Riding of Yorkshire,
00FBPF,Wolds Weighton,5NW,East Riding of Yorkshire,
00FCMQ,Croft Baker,TAN,North East Lincolnshire,
00FCMR,East Marsh,TAN,North East Lincolnshire,
00FCMS,Freshney,TAN,North East Lincolnshire,
00FCMT,Haverstoe,TAN,North East Lincolnshire,
00FCMU,Heneage,TAN,North East Lincolnshire,
00FCMW,Humberston and New Waltham,TAN,North East Lincolnshire,
00FCMX,Immingham,TAN,North East Lincolnshire,
00FCMY,Park,TAN,North East Lincolnshire,
00FCMZ,Scartho,TAN,North East Lincolnshire,
00FCNA,Sidney Sussex,TAN,North East Lincolnshire,
00FCNB,South,TAN,North East Lincolnshire,
00FCNC,Waltham,TAN,North East Lincolnshire,
00FCND,West Marsh,TAN,North East Lincolnshire,
00FCNE,Wolds,TAN,North East Lincolnshire,
00FCNF,Yarborough,TAN,North East Lincolnshire,
00FDMR,Ashby,5EF,North Lincolnshire,
00FDMS,Axholme Central,5EF,North Lincolnshire,
00FDMT,Axholme North,5EF,North Lincolnshire,
00FDMU,Axholme South,5EF,North Lincolnshire,
00FDMW,Barton,5EF,North Lincolnshire,
00FDMX,Bottesford,5EF,North Lincolnshire,
