PAR08CD,PAR08NM,WD08CD,WD08NM,
20UF017,Thornley,20UFGY,Thornley and Wheatley Hill,
20UF018,Trimdon Foundry,20UFGZ,Wingate,
20UF019,Wheatley Hill,20UFGY,Thornley and Wheatley Hill,
20UF020,Wingate,20UFGZ,Wingate,
20UF021,South Hetton,20UFGK,Easington Village and South Hetton,
20UG001,Bishop Middleham,20UGFZ,Bishop Middleham and Cornforth,
20UG002,Bradbury and the Isle,20UGGL,Sedgefield,
20UG003,Chilton,20UGGC,Chilton,
20UG004,Cornforth,20UGFZ,Bishop Middleham and Cornforth,
20UG005,Ferryhill,20UGGD,Ferryhill,
20UG005,Ferryhill,20UGGC,Chilton,
20UG005,Ferryhill,20UGGA,Broom,
20UG006,Fishburn,20UGGE,Fishburn and Old Trimdon,
20UG007,Great Aycliffe,20UGGF,Greenfield Middridge,
20UG007,Great Aycliffe,20UGGT,Woodham,
20UG007,Great Aycliffe,20UGGS,West,
20UG007,Great Aycliffe,20UGGM,Shafto St Marys,
20UG007,Great Aycliffe,20UGGJ,Neville and Simpasture,
20UG008,Middridge,20UGGF,Greenfield Middridge,
20UG009,Mordon,20UGGL,Sedgefield,
20UG010,Sedgefield,20UGGL,Sedgefield,
20UG011,Shildon,20UGGB,Byerley,
20UG011,Shildon,20UGGP,Sunnydale,
20UG011,Shildon,20UGGQ,Thickley,
20UG012,Spennymoor,20UGGG,Low Spennymoor and Tudhoe Grange,
20UG012,Spennymoor,20UGGR,Tudhoe,
20UG012,Spennymoor,20UGGN,Spennymoor,
20UG012,Spennymoor,20UGGH,Middlestone,
20UG013,Trimdon,20UGGE,Fishburn and Old Trimdon,
20UG013,Trimdon,20UGGK,New Trimdon and Trimdon Grange,
20UG014,Windlestone,20UGGC,Chilton,
20UG015,Eldon,20UGGP,Sunnydale,
20UH001,Barforth,20UHFZ,Barningham and Ovington,
20UH002,Barnard Castle,20UHFY,Barnard Castle West,
20UH002,Barnard Castle,20UHFX,Barnard Castle North,
20UH002,Barnard Castle,20UHFW,Barnard Castle East,
20UH003,Barningham,20UHFZ,Barningham and Ovington,
20UH004,Bolam,20UHGJ,Ingleton,
20UH005,Boldron,20UHGG,Greta,
20UH006,Bowes,20UHGG,Greta,
20UH007,Brignall,20UHGG,Greta,
20UH008,Cleatlam,20UHGN,Staindrop,
20UH009,Cockfield,20UHGA,Cockfield,
20UH010,Cotherstone,20UHGB,Cotherstone with Lartington,
20UH011,Eggleston,20UHGC,Eggleston,
20UH012,Egglestone Abbey,20UHGG,Greta,
20UH013,Etherley,20UHGD,Etherley,
20UH014,Evenwood and Barony,20UHGE,"Evenwood, Ramshaw and Lands",
20UH014,Evenwood and Barony,20UHGD,Etherley,
20UH015,Forest and Frith,20UHGL,Middleton-in-Teesdale,
20UH016,Gainford,20UHGF,Gainford and Winston,
20UH017,Gilmonby,20UHGG,Greta,
20UH018,Hamsterley,20UHGH,Hamsterley and South Bedburn,
20UH019,Headlam,20UHGJ,Ingleton,
20UH020,Hilton,20UHGJ,Ingleton,
20UH021,Holwick,20UHGM,Romaldkirk,
20UH022,Hope,20UHFZ,Barningham and Ovington,
20UH023,Hunderthwaite,20UHGM,Romaldkirk,
20UH024,Hutton Magna,20UHFZ,Barningham and Ovington,
20UH025,Ingleton,20UHGJ,Ingleton,
20UH026,Langleydale and Shotton,20UHGN,Staindrop,
20UH027,Langton,20UHGJ,Ingleton,
20UH028,Lartington,20UHGB,Cotherstone with Lartington,
20UH029,Lunedale,20UHGM,Romaldkirk,
20UH030,Lynesack and Softley,20UHGK,Lynesack,
20UH031,Marwood,20UHFX,Barnard Castle North,
20UH031,Marwood,20UHGC,Eggleston,
20UH032,Mickleton,20UHGM,Romaldkirk,
20UH033,Middleton in Teesdale,20UHGL,Middleton-in-Teesdale,
20UH034,Morton Tinmouth,20UHGJ,Ingleton,
20UH035,Newbiggin,20UHGL,Middleton-in-Teesdale,
20UH036,Ovington,20UHFZ,Barningham and Ovington,
20UH037,Raby with Keverstone,20UHGN,Staindrop,
20UH038,Rokeby,20UHGG,Greta,
20UH039,Romaldkirk,20UHGM,Romaldkirk,
20UH040,Scargill,20UHFZ,Barningham and Ovington,
20UH041,South Bedburn,20UHGH,Hamsterley and South Bedburn,
20UH042,Staindrop,20UHGN,Staindrop,
20UH043,Startforth,20UHGP,Startforth,
20UH044,Streatlam and Stainton,20UHGQ,Streatlam and Whorlton,
20UH045,Wackerfield,20UHGJ,Ingleton,
20UH046,Westwick,20UHGQ,Streatlam and Whorlton,
20UH047,Whorlton,20UHGQ,Streatlam and Whorlton,
20UH048,Winston,20UHGF,Gainford and Winston,
20UH049,Woodland,20UHGK,Lynesack,
20UH050,Wycliffe with Thorpe,20UHFZ,Barningham and Ovington,
20UH051,"Lands common to Hamsterley, Lynesack and Softley and South Bedburn",20UHGH,Hamsterley and South Bedburn,
20UH051,"Lands common to Hamsterley, Lynesack and Softley and South Bedburn",20UHGK,Lynesack,
20UJ001,Edmondbyers,20UJGK,Stanhope,
20UJ002,Hunstanworth,20UJGK,Stanhope,
20UJ003,Stanhope,20UJGK,Stanhope,
20UJ003,Stanhope,20UJGJ,St John's Chapel,
20UJ004,Tow Law,20UJGL,Tow Law and Stanley,
20UJ005,Wolsingham,20UJGL,Tow Law and Stanley,
20UJ005,Wolsingham,20UJGR,Wolsingham and Witton-le-Wear,
20UJ006,"Wolsingham Park Moor lands cmn to Stanhope, Tow Law and Wolsingham",20UJGR,Wolsingham and Witton-le-Wear,
20UJ007,Dene Valley,20UJGA,Coundon,
20UJ007,Dene Valley,20UJGD,Dene Valley,
20UJ008,Witton-le-Wear,20UJGR,Wolsingham and Witton-le-Wear,
20UJ009,West Auckland,20UJGM,West Auckland,
20UJ010,Bishop Auckland,20UJGS,Woodhouse Close,
20UJ010,Bishop Auckland,20UJGF,Henknowle,
20UJ010,Bishop Auckland,20UJFZ,Cockton Hill,
20UJ010,Bishop Auckland,20UJFY,Bishop Auckland Town,
20UJ011,Greater Willington,20UJGQ,Willington West End,
20UJ011,Greater Willington,20UJGP,Willington Central,
20UJ011,Greater Willington,20UJGN,Wheatbottom and Helmington Row,
21UF001,Barcombe,21UFGG,Barcombe and Hamsey,
21UF002,Beddingham,21UFGT,Ouse Valley and Ringmer,
21UF003,Chailey,21UFGH,Chailey and Wivelsfield,
21UF004,Ditchling,21UFGJ,Ditchling and Westmeston,
21UF005,East Chiltington,21UFGY,"Plumpton, Streat, East Chiltington and St John (Without)",
21UF006,Falmer,21UFGL,Kingston,
21UF007,Firle,21UFGT,Ouse Valley and Ringmer,
21UF008,Glynde,21UFGT,Ouse Valley and Ringmer,
21UF009,Hamsey,21UFGG,Barcombe and Hamsey,
21UF010,Iford,21UFGL,Kingston,
21UF011,Kingston near Lewes,21UFGL,Kingston,
21UF012,Lewes,21UFGM,Lewes Bridge,
21UF012,Lewes,21UFGN,Lewes Castle,
21UF012,Lewes,21UFGP,Lewes Priory,
21UF013,Newhaven,21UFGQ,Newhaven Denton and Meeching,
21UF013,Newhaven,21UFGR,Newhaven Valley,
21UF014,Newick,21UFGS,Newick,
21UF015,Peacehaven,21UFGX,Peacehaven West,
21UF015,Peacehaven,21UFGW,Peacehaven North,
21UF015,Peacehaven,21UFGU,Peacehaven East,
21UF016,Piddinghoe,21UFGL,Kingston,
21UF017,Plumpton,21UFGY,"Plumpton, Streat, East Chiltington and St John (Without)",
21UF018,Ringmer,21UFGT,Ouse Valley and Ringmer,
21UF019,Rodmell,21UFGL,Kingston,
21UF020,St. Ann (Without),21UFGL,Kingston,
21UF021,St. John (Without),21UFGY,"Plumpton, Streat, East Chiltington and St John (Without)",
21UF022,Southease,21UFGL,Kingston,
21UF023,South Heighton,21UFGT,Ouse Valley and Ringmer,
21UF025,Streat,21UFGY,"Plumpton, Streat, East Chiltington and St John (Without)",
21UF026,Tarring Neville,21UFGT,Ouse Valley and Ringmer,
21UF027,Telscombe,21UFGK,East Saltdean and Telscombe Cliffs,
21UF028,Westmeston,21UFGJ,Ditchling and Westmeston,
21UF029,Wivelsfield,21UFGH,Chailey and Wivelsfield,
21UF030,Seaford,21UFHD,Seaford West,
21UF030,Seaford,21UFHC,Seaford South,
21UF030,Seaford,21UFHB,Seaford North,
21UF030,Seaford,21UFHA,Seaford East,
21UF030,Seaford,21UFGZ,Seaford Central,
21UG001,Ashburnham,21UGGH,Crowhurst,
21UG002,Battle,21UGGD,Battle Town,
21UG002,Battle,21UGGH,Crowhurst,
21UG002,Battle,21UGGJ,Darwell,
21UG003,Beckley,21UGGQ,Rother Levels,
21UG004,Bodiam,21UGGX,Salehurst,
21UG005,Brede,21UGGE,Brede Valley,
21UG006,Brightling,21UGGJ,Darwell,
21UG007,Burwash,21UGGJ,Darwell,
21UG008,Camber,21UGGK,Eastern Rother,
21UG009,Catsfield,21UGGH,Crowhurst,
21UG010,Crowhurst,21UGGH,Crowhurst,
21UG011,Dallington,21UGGJ,Darwell,
21UG012,East Guldeford,21UGGK,Eastern Rother,
21UG013,Etchingham,21UGGZ,Ticehurst and Etchingham,
21UG014,Ewhurst,21UGGL,Ewhurst and Sedlescombe,
21UG015,Fairlight,21UGGN,Marsham,
21UG016,Guestling,21UGGN,Marsham,
21UG017,Hurst Green,21UGGX,Salehurst,
21UG018,Icklesham,21UGGK,Eastern Rother,
21UG019,Iden,21UGGK,Eastern Rother,
21UG020,Mountfield,21UGGJ,Darwell,
21UG021,Northiam,21UGGQ,Rother Levels,
21UG022,Peasmarsh,21UGGQ,Rother Levels,
21UG023,Penhurst,21UGGH,Crowhurst,
21UG024,Pett,21UGGN,Marsham,
21UG025,Playden,21UGGK,Eastern Rother,
21UG026,Rye,21UGGR,Rye,
21UG027,Rye Foreign,21UGGQ,Rother Levels,
21UG028,Salehurst and Robertsbridge,21UGGX,Salehurst,
21UG029,Sedlescombe,21UGGL,Ewhurst and Sedlescombe,
21UG030,Ticehurst,21UGGZ,Ticehurst and Etchingham,
21UG031,Udimore,21UGGE,Brede Valley,
21UG032,Westfield,21UGGE,Brede Valley,
21UG033,Whatlington,21UGGJ,Darwell,
21UH001,Alciston,21UHGM,Alfriston,
21UH002,Alfriston,21UHGM,Alfriston,
21UH003,Arlington,21UHHJ,Hellingly,
21UH004,Berwick,21UHGM,Alfriston,
21UH005,Buxted,21UHGN,Buxted and Maresfield,
21UH006,Chalvington with Ripe,21UHGM,Alfriston,
21UH007,Chiddingly,21UHGP,Chiddingly and East Hoathly,
21UH008,Crowborough,21UHGU,Crowborough St. Johns,
21UH008,Crowborough,21UHGR,Crowborough East,
21UH008,Crowborough,21UHGW,Crowborough West,
21UH008,Crowborough,21UHGT,Crowborough North,
21UH008,Crowborough,21UHGS,Crowborough Jarvis Brook,
21UH009,Cuckmere Valley,21UHGY,East Dean,
21UH010,Danehill,21UHGX,Danehill/Fletching/Nutley,
21UH011,East Dean and Friston,21UHGY,East Dean,
21UH012,East Hoathly with Halland,21UHGP,Chiddingly and East Hoathly,
21UH013,Fletching,21UHGX,Danehill/Fletching/Nutley,
21UH014,Forest Row,21UHGZ,Forest Row,
21UH015,Framfield,21UHHA,Framfield,
21UH016,Frant,21UHHB,Frant/Withyham,
21UH017,Hadlow Down,21UHGN,Buxted and Maresfield,
21UH018,Hailsham,21UHHJ,Hellingly,
21UH018,Hailsham,21UHHE,Hailsham South and West,
21UH018,Hailsham,21UHHD,Hailsham East,
21UH018,Hailsham,21UHHC,Hailsham Central and North,
21UH019,Hartfield,21UHGZ,Forest Row,
21UH019,Hartfield,21UHHF,Hartfield,
21UH020,Heathfield and Waldron,21UHGQ,Cross in Hand/Five Ashes,
21UH020,Heathfield and Waldron,21UHHG,Heathfield East,
21UH020,Heathfield and Waldron,21UHHH,Heathfield North and Central,
21UH020,Heathfield and Waldron,21UHHA,Framfield,
21UH021,Hellingly,21UHHJ,Hellingly,
21UH022,Herstmonceux,21UHHK,Herstmonceux,
21UH023,Hooe,21UHHN,Ninfield and Hooe with Wartling,
21UH024,Horam,21UHHL,Horam,
21UH025,Isfield,21UHGX,Danehill/Fletching/Nutley,
21UH026,Laughton,21UHGP,Chiddingly and East Hoathly,
21UH027,Little Horsted,21UHGX,Danehill/Fletching/Nutley,
21UH028,Long Man,21UHGY,East Dean,
21UH029,Maresfield,21UHHF,Hartfield,
21UH029,Maresfield,21UHGX,Danehill/Fletching/Nutley,
21UH029,Maresfield,21UHGN,Buxted and Maresfield,
21UH030,Mayfield and Five Ashes,21UHHY,Wadhurst,
21UH030,Mayfield and Five Ashes,21UHGQ,Cross in Hand/Five Ashes,
21UH030,Mayfield and Five Ashes,21UHHM,Mayfield,
21UH031,Ninfield,21UHHN,Ninfield and Hooe with Wartling,
21UH032,Pevensey,21UHHP,Pevensey and Westham,
21UH033,Polegate,21UHHQ,Polegate North,
21UH033,Polegate,21UHHR,Polegate South,
21UH034,Rotherfield,21UHHB,Frant/Withyham,
21UH034,Rotherfield,21UHHS,Rotherfield,
21UH035,Selmeston,21UHGM,Alfriston,
21UH036,Uckfield,21UHHX,Uckfield Ridgewood,
21UH036,Uckfield,21UHHW,Uckfield North,
21UH036,Uckfield,21UHHU,Uckfield New Town,
21UH036,Uckfield,21UHHT,Uckfield Central,
21UH037,Wadhurst,21UHHY,Wadhurst,
21UH038,Warbleton,21UHHK,Herstmonceux,
21UH038,Warbleton,21UHHG,Heathfield East,
21UH039,Wartling,21UHHN,Ninfield and Hooe with Wartling,
21UH040,Westham,21UHHP,Pevensey and Westham,
21UH041,Willingdon and Jevington,21UHHZ,Willingdon,
21UH042,Withyham,21UHHB,Frant/Withyham,
22UB001,Billericay,22UBFQ,Billericay East,
22UB001,Billericay,22UBFS,Burstead,
22UB001,Billericay,22UBFR,Billericay West,
22UB002,Great Burstead and South Green,22UBFS,Burstead,
22UB003,Little Burstead,22UBFS,Burstead,
22UB004,Ramsden Bellhouse,22UBFT,Crouch,
22UB005,Ramsden Crays,22UBFT,Crouch,
22UB006,Noak Bridge,22UBFT,Crouch,
22UB007,Shotgate,22UBGF,Wickford North,
22UC001,Alphamstone,22UCHJ,Stour Valley South,
22UC002,Ashen,22UCHM,Upper Colne,
22UC003,Bardfield Saling,22UCHF,Panfield,
22UC004,Belchamp Otten,22UCHH,Stour Valley North,
22UC005,Belchamp St. Paul,22UCHH,Stour Valley North,
22UC006,Belchamp Walter,22UCHH,Stour Valley North,
22UC007,Birdbrook,22UCHM,Upper Colne,
22UC008,Black Notley,22UCGL,Black Notley and Terling,
22UC009,Borley,22UCHH,Stour Valley North,
22UC010,Bradwell,22UCGQ,"Bradwell, Silver End and Rivenhall",
22UC011,Bulmer,22UCHH,Stour Valley North,
22UC012,Bures Hamlet,22UCHJ,Stour Valley South,
22UC013,Castle Hedingham,22UCHD,Hedingham and Maplestead,
22UC014,Coggeshall,22UCGW,Coggeshall and North Feering,
22UC015,Colne Engaine,22UCHK,The Three Colnes,
22UC016,Cressing,22UCGX,Cressing and Stisted,
22UC017,Earls Colne,22UCHK,The Three Colnes,
22UC018,Fairstead,22UCGL,Black Notley and Terling,
22UC019,Faulkbourne,22UCGL,Black Notley and Terling,
22UC020,Feering,22UCGW,Coggeshall and North Feering,
22UC020,Feering,22UCHE,Kelvedon,
22UC021,Finchingfield,22UCHL,Three Fields,
22UC022,Foxearth,22UCHH,Stour Valley North,
22UC023,Gestingthorpe,22UCHD,Hedingham and Maplestead,
22UC024,Gosfield,22UCGY,Gosfield and Greenstead Green,
22UC025,Great Bardfield,22UCHL,Three Fields,
22UC026,Great Henny,22UCHJ,Stour Valley South,
22UC027,Great Maplestead,22UCHD,Hedingham and Maplestead,
22UC028,Great Saling,22UCHF,Panfield,
22UC029,Great Yeldham,22UCHS,Yeldham,
22UC030,Greenstead Green and Halstead Rural,22UCGY,Gosfield and Greenstead Green,
22UC031,Halstead,22UCHB,Halstead Trinity,
22UC031,Halstead,22UCHA,Halstead St Andrew's,
22UC032,Hatfield Peverel,22UCHC,Hatfield Peverel,
22UC033,Helions Bumpstead,22UCGU,Bumpstead,
22UC034,Kelvedon,22UCHE,Kelvedon,
22UC035,Lamarsh,22UCHJ,Stour Valley South,
22UC036,Liston,22UCHH,Stour Valley North,
22UC037,Little Henny,22UCHJ,Stour Valley South,
22UC038,Little Maplestead,22UCHD,Hedingham and Maplestead,
22UC039,Little Yeldham,22UCHS,Yeldham,
22UC040,Middleton,22UCHJ,Stour Valley South,
22UC041,Ovington,22UCHH,Stour Valley North,
22UC042,Panfield,22UCHF,Panfield,
22UC043,Pebmarsh,22UCHJ,Stour Valley South,
22UC044,Pentlow,22UCHH,Stour Valley North,
22UC045,Rayne,22UCHG,Rayne,
22UC046,Ridgewell,22UCHM,Upper Colne,
22UC047,Rivenhall,22UCGQ,"Bradwell, Silver End and Rivenhall",
22UC048,Shalford,22UCHF,Panfield,
22UC049,Sible Hedingham,22UCHD,Hedingham and Maplestead,
22UC050,Silver End,22UCGQ,"Bradwell, Silver End and Rivenhall",
22UC051,Stambourne,22UCHM,Upper Colne,
22UC052,Steeple Bumpstead,22UCGU,Bumpstead,
22UC053,Stisted,22UCGX,Cressing and Stisted,
22UC054,Sturmer,22UCGU,Bumpstead,
22UC055,Terling,22UCGL,Black Notley and Terling,
22UC056,Tilbury Juxta Clare,22UCHH,Stour Valley North,
22UC057,Toppesfield,22UCHM,Upper Colne,
22UC058,Twinstead,22UCHJ,Stour Valley South,
22UC059,Wethersfield,22UCHL,Three Fields,
22UC060,White Colne,22UCHK,The Three Colnes,
22UC061,White Notley,22UCGL,Black Notley and Terling,
22UC062,Wickham St. Paul,22UCHD,Hedingham and Maplestead,
22UC063,Witham,22UCHP,Witham North,
22UC063,Witham,22UCHQ,Witham South,
22UC063,Witham,22UCHN,Witham Chipping Hill and Central,
22UC063,Witham,22UCHR,Witham West,
22UC064,Great Notley,22UCGZ,Great Notley and Braintree West,
22UD001,"Blackmore, Hook End and Wyatts Green",22UDGH,Tipps Cross,
22UD002,Doddinghurst,22UDFX,Brizes and Doddinghurst,
22UD003,Ingatestone and Fryerning,22UDGD,"Ingatestone, Fryerning and Mountnessing",
22UD004,Kelvedon Hatch,22UDFX,Brizes and Doddinghurst,
22UD005,Mountnessing,22UDGD,"Ingatestone, Fryerning and Mountnessing",
22UD006,Navestock,22UDFX,Brizes and Doddinghurst,
22UD007,Stondon Massey,22UDGH,Tipps Cross,
22UD008,Herongate and Ingrave,22UDFY,"Herongate, Ingrave and West Horndon",
22UD009,West Horndon,22UDFY,"Herongate, Ingrave and West Horndon",
22UE001,Canvey Island,22UEFY,Canvey Island Winter Gardens,
22UE001,Canvey Island,22UEFS,Canvey Island Central,
22UE001,Canvey Island,22UEFT,Canvey Island East,
22UE001,Canvey Island,22UEFX,Canvey Island West,
22UE001,Canvey Island,22UEFW,Canvey Island South,
22UE001,Canvey Island,22UEFU,Canvey Island North,
22UF001,Boreham,22UFGF,Boreham and The Leighs,
22UF002,Broomfield,22UFGG,Broomfield and The Walthams,
22UF003,Chignall,22UFGJ,Chelmsford Rural West,
22UF004,Danbury,22UFGP,"Little Baddow, Danbury and Sandon",
22UF005,East Hanningfield,22UFGE,Bicknacre and East and West Hanningfield,
22UF006,Galleywood,22UFGK,Galleywood,
22UF007,Good Easter,22UFGJ,Chelmsford Rural West,
22UF008,Great and Little Leighs,22UFGF,Boreham and The Leighs,
22UF009,Great Baddow,22UFGM,Great Baddow East,
22UF009,Great Baddow,22UFGN,Great Baddow West,
22UF010,Great Waltham,22UFGG,Broomfield and The Walthams,
22UF011,Highwood,22UFGJ,Chelmsford Rural West,
22UF012,Little Baddow,22UFGP,"Little Baddow, Danbury and Sandon",
22UF013,Little Waltham,22UFGG,Broomfield and The Walthams,
22UF014,Margaretting,22UFGX,"South Hanningfield, Stock and Margaretting",
22UF015,Mashbury,22UFGJ,Chelmsford Rural West,
22UF016,Pleshey,22UFGJ,Chelmsford Rural West,
22UF017,Rettendon,22UFGU,Rettendon and Runwell,
22UF018,Roxwell,22UFGJ,Chelmsford Rural West,
22UF019,Runwell,22UFGU,Rettendon and Runwell,
22UF020,Sandon,22UFGP,"Little Baddow, Danbury and Sandon",
22UF021,South Hanningfield,22UFGX,"South Hanningfield, Stock and Margaretting",
22UF022,South Woodham Ferrers,22UFGY,South Woodham-Chetwood and Collingwood,
22UF022,South Woodham Ferrers,22UFGZ,South Woodham-Elmwood and Woodville,
22UF023,Springfield,22UFGH,Chelmer Village and Beaulieu Park,
22UF023,Springfield,22UFHA,Springfield North,
22UF024,Stock,22UFGX,"South Hanningfield, Stock and Margaretting",
22UF025,West Hanningfield,22UFGE,Bicknacre and East and West Hanningfield,
22UF026,Woodham Ferrers and Bicknacre,22UFGE,Bicknacre and East and West Hanningfield,
22UF027,Writtle,22UFHE,Writtle,
22UG001,Abberton,22UGGX,Pyefleet,
22UG002,Aldham,22UGGN,Great Tey,
22UG003,Birch,22UGGF,Birch and Winstree,
22UG004,Boxted,22UGGM,Fordham and Stour,
22UG005,Chappel,22UGGN,Great Tey,
22UG006,Copford,22UGGJ,Copford and West Stanway,
22UG007,Dedham,22UGGK,Dedham and Langham,
22UG008,East Donyland,22UGGL,East Donyland,
22UG009,East Mersea,22UGGX,Pyefleet,
22UG010,Eight Ash Green,22UGHE,West Bergholt and Eight Ash Green,
22UG011,Fingringhoe,22UGGX,Pyefleet,
22UG012,Fordham,22UGGM,Fordham and Stour,
22UG013,Great and Little Wigborough,22UGGF,Birch and Winstree,
22UG014,Great Horkesley,22UGGM,Fordham and Stour,
22UG015,Great Tey,22UGGN,Great Tey,
22UG016,Langenhoe,22UGGX,Pyefleet,
22UG017,Langham,22UGGK,Dedham and Langham,
22UG018,Layer Breton,22UGGF,Birch and Winstree,
22UG019,Layer-de-la-Haye,22UGGF,Birch and Winstree,
22UG020,Layer Marney,22UGGF,Birch and Winstree,
22UG021,Little Horkesley,22UGGM,Fordham and Stour,
22UG022,Marks Tey,22UGGS,Marks Tey,
22UG023,Messing-cum-Inworth,22UGGF,Birch and Winstree,
22UG024,Mount Bures,22UGGN,Great Tey,
22UG025,Peldon,22UGGX,Pyefleet,
22UG026,Salcott,22UGGF,Birch and Winstree,
22UG027,Stanway,22UGHC,Stanway,
22UG027,Stanway,22UGGJ,Copford and West Stanway,
22UG028,Tiptree,22UGGF,Birch and Winstree,
22UG029,Virley,22UGGF,Birch and Winstree,
22UG030,Wakes Colne,22UGGN,Great Tey,
22UG031,West Bergholt,22UGHE,West Bergholt and Eight Ash Green,
22UG032,West Mersea,22UGHF,West Mersea,
22UG033,Wivenhoe,22UGHG,Wivenhoe Cross,
22UG033,Wivenhoe,22UGHH,Wivenhoe Quay,
22UG034,Wormingford,22UGGM,Fordham and Stour,
22UG035,Myland,22UGGT,Mile End,
22UG035,Myland,22UGGQ,Highwoods,
22UH001,Abbess Beauchamp and Berners Roding,22UHGT,"High Ongar, Willingale and The Rodings",
22UH002,Bobbingworth,22UHHF,Moreton and Fyfield,
22UH003,Epping,22UHGP,Epping Hemnall,
22UH003,Epping,22UHGQ,Epping Lindsey and Thornwood Common,
22UH004,Epping Upland,22UHGH,"Broadley Common, Epping Upland and Nazeing",
22UH005,Fyfield,22UHHF,Moreton and Fyfield,
22UH006,High Laver,22UHHF,Moreton and Fyfield,
22UH007,High Ongar,22UHGT,"High Ongar, Willingale and The Rodings",
22UH008,Lambourne,22UHGU,Lambourne,
22UH009,Little Laver,22UHHF,Moreton and Fyfield,
22UH010,Magdalen Laver,22UHHF,Moreton and Fyfield,
22UH011,Matching,22UHGS,"Hastingwood, Matching and Sheering Village",
22UH012,Moreton,22UHHF,Moreton and Fyfield,
22UH013,Nazeing,22UHHD,Lower Nazeing,
22UH013,Nazeing,22UHGH,"Broadley Common, Epping Upland and Nazeing",
22UH014,North Weald Bassett,22UHHG,North Weald Bassett,
22UH014,North Weald Bassett,22UHGS,"Hastingwood, Matching and Sheering Village",
22UH014,North Weald Bassett,22UHGQ,Epping Lindsey and Thornwood Common,
22UH015,Ongar,22UHHK,Shelley,
22UH015,Ongar,22UHGN,"Chipping Ongar, Greensted and Marden Ash",
22UH016,Roydon,22UHHJ,Roydon,
22UH016,Roydon,22UHGH,"Broadley Common, Epping Upland and Nazeing",
22UH017,Sheering,22UHGS,"Hastingwood, Matching and Sheering Village",
22UH017,Sheering,22UHHE,Lower Sheering,
22UH018,Stanford Rivers,22UHHH,Passingford,
22UH019,Stapleford Abbotts,22UHHH,Passingford,
22UH020,Stapleford Tawney,22UHHH,Passingford,
22UH021,Theydon Bois,22UHHL,Theydon Bois,
22UH022,Theydon Garnon,22UHHH,Passingford,
22UH023,Theydon Mount,22UHHH,Passingford,
22UH024,Waltham Abbey,22UHHQ,Waltham Abbey Paternoster,
22UH024,Waltham Abbey,22UHHP,Waltham Abbey North East,
22UH024,Waltham Abbey,22UHHN,Waltham Abbey Honey Lane,
22UH024,Waltham Abbey,22UHHM,Waltham Abbey High Beach,
22UH024,Waltham Abbey,22UHHR,Waltham Abbey South West,
22UH025,Willingale,22UHGT,"High Ongar, Willingale and The Rodings",
22UH026,Buckhurst Hill,22UHGJ,Buckhurst Hill East,
22UH026,Buckhurst Hill,22UHGK,Buckhurst Hill West,
22UH027,Chigwell,22UHGR,Grange Hill,
22UH027,Chigwell,22UHGM,Chigwell Village,
22UH027,Chigwell,22UHGL,Chigwell Row,
22UH028,Loughton,22UHHC,Loughton St Mary's,
22UH028,Loughton,22UHHB,Loughton St John's,
22UH028,Loughton,22UHHA,Loughton Roding,
22UH028,Loughton,22UHGZ,Loughton Forest,
22UH028,Loughton,22UHGY,Loughton Fairmead,
22UH028,Loughton,22UHGX,Loughton Broadway,
22UH028,Loughton,22UHGW,Loughton Alderton,
22UK001,Althorne,22UKFX,Althorne,
22UK002,Asheldham,22UKGL,Tillingham,
22UK003,Bradwell-on-Sea,22UKGL,Tillingham,
22UK004,Burnham-on-Crouch,22UKFZ,Burnham-on-Crouch South,
22UK004,Burnham-on-Crouch,22UKFY,Burnham-on-Crouch North,
22UK005,Cold Norton,22UKGJ,Purleigh,
22UK006,Dengie,22UKGL,Tillingham,
22UK007,Goldhanger,22UKGN,Tolleshunt D'Arcy,
22UK008,Great Braxted,22UKGA,Great Totham,
22UK009,Great Totham,22UKGA,Great Totham,
22UK010,Hazeleigh,22UKGP,Wickham Bishops and Woodham,
22UK011,Heybridge,22UKGB,Heybridge East,
22UK011,Heybridge,22UKGC,Heybridge West,
22UK012,Langford,22UKGP,Wickham Bishops and Woodham,
22UK013,Latchingdon,22UKFX,Althorne,
22UK014,Little Braxted,22UKGP,Wickham Bishops and Woodham,
22UK015,Little Totham,22UKGA,Great Totham,
22UK016,Maldon,22UKGG,Maldon West,
22UK016,Maldon,22UKGF,Maldon South,
22UK016,Maldon,22UKGD,Maldon East,
22UK016,Maldon,22UKGE,Maldon North,
22UK017,Mayland,22UKGH,Mayland,
22UK017,Mayland,22UKFX,Althorne,
22UK018,Mundon,22UKFX,Althorne,
22UK019,North Fambridge,22UKGJ,Purleigh,
22UK020,Purleigh,22UKGJ,Purleigh,
22UK021,St. Lawrence,22UKGH,Mayland,
22UK022,Southminster,22UKGK,Southminster,
22UK023,Steeple,22UKGH,Mayland,
22UK024,Stow Maries,22UKGJ,Purleigh,
22UK025,Tillingham,22UKGL,Tillingham,
22UK026,Tollesbury,22UKGN,Tolleshunt D'Arcy,
22UK026,Tollesbury,22UKGM,Tollesbury,
22UK027,Tolleshunt D'Arcy,22UKGN,Tolleshunt D'Arcy,
22UK028,Tolleshunt Knights,22UKGN,Tolleshunt D'Arcy,
22UK029,Tolleshunt Major,22UKGN,Tolleshunt D'Arcy,
22UK030,Ulting,22UKGP,Wickham Bishops and Woodham,
22UK031,Wickham Bishops,22UKGP,Wickham Bishops and Woodham,
