WD08CD,WD08NM,REGD08CD,REGD08NM,PAR08CD,PAR08NM
00HBPM,Lawrence Hill,301,Bristol,,
00HBPN,Lockleaze,301,Bristol,,
00HBPP,Redland,301,Bristol,,
00HBPQ,St George East,301,Bristol,,
00HBPR,St George West,301,Bristol,,
00HBPS,Southmead,301,Bristol,,
00HBPT,Southville,301,Bristol,,
00HBPU,Stockwood,301,Bristol,,
00HBPW,Stoke Bishop,301,Bristol,,
00HBPX,Westbury-on-Trym,301,Bristol,,
00HBPY,Whitchurch Park,301,Bristol,,
00HBPZ,Windmill Hill,301,Bristol,,
00HCNP,Backwell,307,North Somerset,,
00HCNQ,Banwell and Winscombe,307,North Somerset,,
00HCNR,Blagdon and Churchill,307,North Somerset,,
00HCNS,Clevedon Central,307,North Somerset,,
00HCNT,Clevedon East,307,North Somerset,,
00HCNU,Clevedon North,307,North Somerset,,
00HCNW,Clevedon South,307,North Somerset,,
00HCNX,Clevedon Walton,307,North Somerset,,
00HCNY,Clevedon West,307,North Somerset,,
00HCNZ,Clevedon Yeo,307,North Somerset,,
00HCPA,Congresbury,307,North Somerset,,
00HCPB,Easton-in-Gordano,307,North Somerset,,
00HCPC,Gordano,307,North Somerset,,
00HCPD,Hutton and Locking,307,North Somerset,,
00HCPE,Kewstoke,307,North Somerset,,
00HCPF,Nailsea East,307,North Somerset,,
00HCPG,Nailsea North and West,307,North Somerset,,
00HCPH,Pill,307,North Somerset,,
00HCPJ,Portishead Central,307,North Somerset,,
00HCPK,Portishead Coast,307,North Somerset,,
00HCPL,Portishead East,307,North Somerset,,
00HCPM,Portishead Redcliffe Bay,307,North Somerset,,
00HCPN,Portishead South and North Weston,307,North Somerset,,
00HCPP,Portishead West,307,North Somerset,,
00HCPQ,Weston-super-Mare Central,307,North Somerset,,
00HCPR,Weston-super-Mare Clarence and Uphill,307,North Somerset,,
00HCPS,Weston-super-Mare East,307,North Somerset,,
00HCPT,Weston-super-Mare Milton and Old Worle,307,North Somerset,,
00HCPU,Weston-super-Mare North Worle,307,North Somerset,,
00HCPW,Weston-super-Mare South,307,North Somerset,,
00HCPX,Weston-super-Mare South Worle,307,North Somerset,,
00HCPY,Weston-super-Mare West,307,North Somerset,,
00HCPZ,Winford,307,North Somerset,,
00HCQA,Wraxall and Long Ashton,307,North Somerset,,
00HCQB,Wrington,307,North Somerset,,
00HCQC,Yatton,307,North Somerset,,
00HDQE,Almondsbury,304,South Gloucestershire,,
00HDQF,Bitton,304,South Gloucestershire,,
00HDQG,Boyd Valley,304,South Gloucestershire,,
00HDQH,Bradley Stoke Central and Stoke Lodge,304,South Gloucestershire,,
00HDQJ,Bradley Stoke North,304,South Gloucestershire,,
00HDQK,Bradley Stoke South,304,South Gloucestershire,,
00HDQL,Charfield,304,South Gloucestershire,,
00HDQM,Chipping Sodbury,304,South Gloucestershire,,
00HDQN,Cotswold Edge,304,South Gloucestershire,,
00HDQP,Dodington,304,South Gloucestershire,,
00HDQQ,Downend,304,South Gloucestershire,,
00HDQR,Emersons Green,304,South Gloucestershire,,
00HDQS,Filton,304,South Gloucestershire,,
00HDQT,Frampton Cotterell,304,South Gloucestershire,,
00HDQU,Frenchay and Stoke Park,304,South Gloucestershire,,
00HDQW,Hanham,304,South Gloucestershire,,
00HDQX,Kings Chase,304,South Gloucestershire,,
00HDQY,Ladden Brook,304,South Gloucestershire,,
00HDQZ,Longwell Green,304,South Gloucestershire,,
00HDRA,Oldland Common,304,South Gloucestershire,,
00HDRB,Parkwall,304,South Gloucestershire,,
00HDRC,Patchway,304,South Gloucestershire,,
00HDRD,Pilning and Severn Beach,304,South Gloucestershire,,
00HDRE,Rodway,304,South Gloucestershire,,
00HDRF,Severn,304,South Gloucestershire,,
00HDRG,Siston,304,South Gloucestershire,,
00HDRH,Staple Hill,304,South Gloucestershire,,
00HDRJ,Stoke Gifford,304,South Gloucestershire,,
00HDRK,Thornbury North,304,South Gloucestershire,,
00HDRL,Thornbury South and Alveston,304,South Gloucestershire,,
00HDRM,Westerleigh,304,South Gloucestershire,,
00HDRN,Winterbourne,304,South Gloucestershire,,
00HDRP,Woodstock,304,South Gloucestershire,,
00HDRQ,Yate Central,304,South Gloucestershire,,
00HDRR,Yate North,304,South Gloucestershire,,
00HGMX,Budshead,416,Plymouth,,
00HGMY,Compton,416,Plymouth,,
00HGMZ,Devonport,416,Plymouth,,
00HGNA,Drake,416,Plymouth,,
00HGNB,Efford and Lipson,416,Plymouth,,
00HGNC,Eggbuckland,416,Plymouth,,
00HGND,Ham,416,Plymouth,,
00HGNE,Honicknowle,416,Plymouth,,
00HGNF,Moor View,416,Plymouth,,
00HGNG,Peverell,416,Plymouth,,
00HGNH,Plympton Chaddlewood,416,Plymouth,,
00HGNJ,Plympton Erle,416,Plymouth,,
00HGNK,Plympton St Mary,416,Plymouth,,
00HGNL,Plymstock Dunstone,416,Plymouth,,
00HGNM,Plymstock Radford,416,Plymouth,,
00HGNN,St Budeaux,416,Plymouth,,
00HGNP,St Peter and the Waterfront,416,Plymouth,,
00HGNQ,Southway,416,Plymouth,,
00HGNR,Stoke,416,Plymouth,,
00HGNS,Sutton and Mount Gould,416,Plymouth,,
00HHMN,Berry Head-with-Furzeham,422,Torbay,,
00HHMP,Blatchcombe,422,Torbay,,
00HHMQ,Churston-with-Galmpton,422,Torbay,,
00HHMR,Clifton-with-Maidenway,422,Torbay,,
00HHMS,Cockington-with-Chelston,422,Torbay,,
00HHMT,Ellacombe,422,Torbay,,
00HHMU,Goodrington-with-Roselands,422,Torbay,,
00HHMW,Preston,422,Torbay,,
00HHMX,Roundham-with-Hyde,422,Torbay,,
00HHMY,St Marychurch,422,Torbay,,
00HHMZ,St Mary's-with-Summercombe,422,Torbay,,
00HHNA,Shiphay-with-the-Willows,422,Torbay,,
00HHNB,Tormohun,422,Torbay,,
00HHNC,Watcombe,422,Torbay,,
00HHND,Wellswood,422,Torbay,,
00HNMW,Boscombe East,427,Bournemouth,,
00HNMX,Boscombe West,427,Bournemouth,,
00HNMY,Central,427,Bournemouth,,
00HNMZ,East Cliff and Springbourne,427,Bournemouth,,
00HNNA,East Southbourne and Tuckton,427,Bournemouth,,
00HNNB,Kinson North,427,Bournemouth,,
00HNNC,Kinson South,427,Bournemouth,,
00HNND,Littledown and Iford,427,Bournemouth,,
00HNNE,Moordown,427,Bournemouth,,
00HNNF,Queen's Park,427,Bournemouth,,
00HNNG,Redhill and Northbourne,427,Bournemouth,,
00HNNH,Strouden Park,427,Bournemouth,,
00HNNJ,Talbot and Branksome Woods,427,Bournemouth,,
00HNNK,Throop and Muscliff,427,Bournemouth,,
00HNNL,Wallisdown and Winton West,427,Bournemouth,,
00HNNM,West Southbourne,427,Bournemouth,,
00HNNN,Westbourne and West Cliff,427,Bournemouth,,
00HNNP,Winton East,427,Bournemouth,,
00HPMP,Alderney,431,Poole,,
00HPMQ,Branksome East,431,Poole,,
00HPMR,Branksome West,431,Poole,,
00HPMS,Broadstone,431,Poole,,
00HPMT,Canford Cliffs,431,Poole,,
00HPMU,Canford Heath East,431,Poole,,
00HPMW,Canford Heath West,431,Poole,,
00HPMX,Creekmoor,431,Poole,,
00HPMY,Hamworthy East,431,Poole,,
00HPMZ,Hamworthy West,431,Poole,,
00HPNA,Merley and Bearwood,431,Poole,,
00HPNB,Newtown,431,Poole,,
00HPNC,Oakdale,431,Poole,,
00HPND,Parkstone,431,Poole,,
00HPNE,Penn Hill,431,Poole,,
00HPNF,Poole Town,431,Poole,,
00HXMY,Abbey Meads,796,Swindon,,
00HXMZ,Blunsdon,796,Swindon,,
00HXNA,Central,796,Swindon,,
00HXNB,Covingham and Nythe,796,Swindon,,
00HXNC,Dorcan,796,Swindon,,
00HXND,Eastcott,796,Swindon,,
00HXNE,Freshbrook and Grange Park,796,Swindon,,
00HXNF,Gorse Hill and Pinehurst,796,Swindon,,
00HXNG,Haydon Wick,796,Swindon,,
00HXNH,Highworth,796,Swindon,,
00HXNJ,Moredon,796,Swindon,,
00HXNK,Old Town and Lawn,796,Swindon,,
00HXNL,Parks,796,Swindon,,
00HXNM,Penhill,796,Swindon,,
00HXNN,Ridgeway,796,Swindon,,
00HXNP,St Margaret,796,Swindon,,
00HXNQ,St Philip,796,Swindon,,
00HXNR,Shaw and Nine Elms,796,Swindon,,
00HXNS,Toothill and Westlea,796,Swindon,,
00HXNT,Walcot,796,Swindon,,
00HXNU,Western,796,Swindon,,
00HXNW,Wroughton and Chiseldon,796,Swindon,,
00JANB,Barnack,335,Peterborough,,
00JANC,Bretton North,335,Peterborough,,
00JAND,Bretton South,335,Peterborough,,
00JANE,Central,335,Peterborough,,
00JANF,Dogsthorpe,335,Peterborough,,
00JANG,East,335,Peterborough,,
00JANH,Eye and Thorney,335,Peterborough,,
00JANJ,Fletton,335,Peterborough,,
00JANK,Glinton and Wittering,335,Peterborough,,
00JANL,Newborough,335,Peterborough,,
00JANM,North,335,Peterborough,,
00JANN,Northborough,335,Peterborough,,
00JANP,Orton Longueville,335,Peterborough,,
00JANQ,Orton Waterville,335,Peterborough,,
00JANR,Orton with Hampton,335,Peterborough,,
00JANS,Park,335,Peterborough,,
00JANT,Paston,335,Peterborough,,
00JANU,Ravensthorpe,335,Peterborough,,
00JANW,Stanground Central,335,Peterborough,,
00JANX,Stanground East,335,Peterborough,,
00JANY,Walton,335,Peterborough,,
00JANZ,Werrington North,335,Peterborough,,
00JAPA,Werrington South,335,Peterborough,,
00JAPB,West,335,Peterborough,,
00KAMS,Barnfield,315,Luton,,
00KAMT,Biscot,315,Luton,,
00KAMU,Bramingham,315,Luton,,
00KAMW,Challney,315,Luton,,
00KAMX,Crawley,315,Luton,,
00KAMY,Dallow,315,Luton,,
00KAMZ,Farley,315,Luton,,
00KANA,High Town,315,Luton,,
00KANB,Icknield,315,Luton,,
00KANC,Leagrave,315,Luton,,
00KAND,Lewsey,315,Luton,,
00KANE,Limbury,315,Luton,,
00KANF,Northwell,315,Luton,,
00KANG,Round Green,315,Luton,,
00KANH,Saints,315,Luton,,
00KANJ,South,315,Luton,,
00KANK,Stopsley,315,Luton,,
00KANL,Sundon Park,315,Luton,,
00KANM,Wigmore,315,Luton,,
00KFMP,Belfairs,475,Southend-on-Sea,,
00KFMQ,Blenheim Park,475,Southend-on-Sea,,
00KFMR,Chalkwell,475,Southend-on-Sea,,
00KFMS,Eastwood Park,475,Southend-on-Sea,,
00KFMT,Kursaal,475,Southend-on-Sea,,
00KFMU,Leigh,475,Southend-on-Sea,,
00KFMW,Milton,475,Southend-on-Sea,,
00KFMX,Prittlewell,475,Southend-on-Sea,,
00KFMY,St Laurence,475,Southend-on-Sea,,
00KFMZ,St. Luke's,475,Southend-on-Sea,,
00KFNA,Shoeburyness,475,Southend-on-Sea,,
00KFNB,Southchurch,475,Southend-on-Sea,,
00KFNC,Thorpe,475,Southend-on-Sea,,
00KFND,Victoria,475,Southend-on-Sea,,
00KFNE,Westborough,475,Southend-on-Sea,,
00KFNF,West Leigh,475,Southend-on-Sea,,
00KFNG,West Shoebury,475,Southend-on-Sea,,
00KGMX,Aveley and Uplands,477,Thurrock,,
00KGMY,Belhus,477,Thurrock,,
00KGMZ,Chadwell St Mary,477,Thurrock,,
00KGNA,Chafford and North Stifford,477,Thurrock,,
00KGNB,Corringham and Fobbing,477,Thurrock,,
00KGNC,East Tilbury,477,Thurrock,,
00KGND,Grays Riverside,477,Thurrock,,
00KGNE,Grays Thurrock,477,Thurrock,,
00KGNF,Little Thurrock Blackshots,477,Thurrock,,
00KGNG,Little Thurrock Rectory,477,Thurrock,,
00KGNH,Ockendon,477,Thurrock,,
00KGNJ,Orsett,477,Thurrock,,
00KGNK,South Chafford,477,Thurrock,,
00KGNL,Stanford East and Corringham Town,477,Thurrock,,
00KGNM,Stanford-le-Hope West,477,Thurrock,,
00KGNN,Stifford Clays,477,Thurrock,,
00KGNP,The Homesteads,477,Thurrock,,
00KGNQ,Tilbury Riverside and Thurrock Park,477,Thurrock,,
00KGNR,Tilbury St Chads,477,Thurrock,,
00KGNS,West Thurrock and South Stifford,477,Thurrock,,
00LCNN,Chatham Central,561,Medway,,
00LCNP,Cuxton and Halling,561,Medway,,
00LCNQ,Gillingham North,561,Medway,,
00LCNR,Gillingham South,561,Medway,,
00LCNS,Hempstead and Wigmore,561,Medway,,
00LCNT,Lordswood and Capstone,561,Medway,,
00LCNU,Luton and Wayfield,561,Medway,,
00LCNW,Peninsula,561,Medway,,
00LCNX,Princes Park,561,Medway,,
00LCNY,Rainham Central,561,Medway,,
00LCNZ,Rainham North,561,Medway,,
00LCPA,Rainham South,561,Medway,,
00LCPB,River,561,Medway,,
00LCPC,Rochester East,561,Medway,,
00LCPD,Rochester South and Horsted,561,Medway,,
00LCPE,Rochester West,561,Medway,,
00LCPF,Strood North,561,Medway,,
00LCPG,Strood Rural,561,Medway,,
00LCPH,Strood South,561,Medway,,
00LCPJ,Twydall,561,Medway,,
00LCPK,Walderslade,561,Medway,,
00LCPL,Watling,561,Medway,,
00MAMW,Ascot,318,Bracknell Forest,,
00MAMX,Binfield with Warfield,318,Bracknell Forest,,
00MAMY,Bullbrook,318,Bracknell Forest,,
00MAMZ,Central Sandhurst,318,Bracknell Forest,,
00MANA,College Town,318,Bracknell Forest,,
00MANB,Crown Wood,318,Bracknell Forest,,
00MANC,Crowthorne,318,Bracknell Forest,,
00MAND,Great Hollands North,318,Bracknell Forest,,
00MANE,Great Hollands South,318,Bracknell Forest,,
00MANF,Hanworth,318,Bracknell Forest,,
00MANG,Harmans Water,318,Bracknell Forest,,
00MANH,Little Sandhurst and Wellington,318,Bracknell Forest,,
00MANJ,Old Bracknell,318,Bracknell Forest,,
00MANK,Owlsmoor,318,Bracknell Forest,,
00MANL,Priestwood and Garth,318,Bracknell Forest,,
00MANM,Warfield Harvest Ride,318,Bracknell Forest,,
00MANN,Wildridings and Central,318,Bracknell Forest,,
00MANP,Winkfield and Cranbourne,318,Bracknell Forest,,
00MBNJ,Aldermaston,319,West Berkshire,,
00MBNK,Basildon,319,West Berkshire,,
00MBNL,Birch Copse,319,West Berkshire,,
00MBNM,Bucklebury,319,West Berkshire,,
00MBNN,Burghfield,319,West Berkshire,,
00MBNP,Calcot,319,West Berkshire,,
00MBNQ,Chieveley,319,West Berkshire,,
00MBNR,Clay Hill,319,West Berkshire,,
00MBNS,Cold Ash,319,West Berkshire,,
00MBNT,Compton,319,West Berkshire,,
00MBNU,Downlands,319,West Berkshire,,
00MBNW,Falkland,319,West Berkshire,,
00MBNX,Greenham,319,West Berkshire,,
00MBNY,Hungerford,319,West Berkshire,,
00MBNZ,Kintbury,319,West Berkshire,,
00MBPA,Lambourn Valley,319,West Berkshire,,
00MBPB,Mortimer,319,West Berkshire,,
00MBPC,Northcroft,319,West Berkshire,,
00MBPD,Pangbourne,319,West Berkshire,,
00MBPE,Purley on Thames,319,West Berkshire,,
00MBPF,St Johns,319,West Berkshire,,
00MBPG,Speen,319,West Berkshire,,
00MBPH,Sulhamstead,319,West Berkshire,,
00MBPJ,Thatcham Central,319,West Berkshire,,
00MBPK,Thatcham North,319,West Berkshire,,
00MBPL,Thatcham South and Crookham,319,West Berkshire,,
00MBPM,Thatcham West,319,West Berkshire,,
00MBPN,Theale,319,West Berkshire,,
00MBPP,Victoria,319,West Berkshire,,
00MBPQ,Westwood,319,West Berkshire,,
00MCMR,Abbey,320,Reading,,
00MCMS,Battle,320,Reading,,
00MCMT,Caversham,320,Reading,,
00MCMU,Church,320,Reading,,
00MCMW,Katesgrove,320,Reading,,
00MCMX,Kentwood,320,Reading,,
00MCMY,Mapledurham,320,Reading,,
00MCMZ,Minster,320,Reading,,
00MCNA,Norcot,320,Reading,,
00MCNB,Park,320,Reading,,
00MCNC,Peppard,320,Reading,,
00MCND,Redlands,320,Reading,,
00MCNE,Southcote,320,Reading,,
00MCNF,Thames,320,Reading,,
00MCNG,Tilehurst,320,Reading,,
00MCNH,Whitley,320,Reading,,
00MDMQ,Baylis and Stoke,321,Slough,,
00MDMR,Britwell,321,Slough,,
00MDMS,Central,321,Slough,,
00MDMT,Chalvey,321,Slough,,
00MDMU,Cippenham Green,321,Slough,,
00MDMW,Cippenham Meadows,321,Slough,,
00MDMX,Colnbrook with Poyle,321,Slough,,
00MDMY,Farnham,321,Slough,,
00MDMZ,Foxborough,321,Slough,,
00MDNA,Haymill,321,Slough,,
00MDNB,Kedermister,321,Slough,,
00MDNC,Langley St Mary's,321,Slough,,
00MDND,Upton,321,Slough,,
00MDNE,Wexham Lea,321,Slough,,
00MEMZ,Ascot and Cheapside,322,Windsor and Maidenhead,,
00MENA,Belmont,322,Windsor and Maidenhead,,
00MENB,Bisham and Cookham,322,Windsor and Maidenhead,,
00MENC,Boyn Hill,322,Windsor and Maidenhead,,
00MEND,Bray,322,Windsor and Maidenhead,,
00MENE,Castle Without,322,Windsor and Maidenhead,,
00MENF,Clewer East,322,Windsor and Maidenhead,,
00MENG,Clewer North,322,Windsor and Maidenhead,,
00MENH,Clewer South,322,Windsor and Maidenhead,,
00MENJ,Cox Green,322,Windsor and Maidenhead,,
00MENK,Datchet,322,Windsor and Maidenhead,,
00MENL,Eton and Castle,322,Windsor and Maidenhead,,
00MENM,Eton Wick,322,Windsor and Maidenhead,,
00MENN,Furze Platt,322,Windsor and Maidenhead,,
00MENP,Horton and Wraysbury,322,Windsor and Maidenhead,,
00MENQ,Hurley and Walthams,322,Windsor and Maidenhead,,
00MENR,Maidenhead Riverside,322,Windsor and Maidenhead,,
00MENS,Old Windsor,322,Windsor and Maidenhead,,
00MENT,Oldfield,322,Windsor and Maidenhead,,
00MENU,Park,322,Windsor and Maidenhead,,
00MENW,Pinkneys Green,322,Windsor and Maidenhead,,
00MENX,Sunningdale,322,Windsor and Maidenhead,,
00MENY,Sunninghill and South Ascot,322,Windsor and Maidenhead,,
00MFNB,Arborfield,323,Wokingham,,
00MFNC,Barkham,323,Wokingham,,
00MFND,Bulmershe and Whitegates,323,Wokingham,,
00MFNE,Charvil,323,Wokingham,,
00MFNF,Coronation,323,Wokingham,,
00MFNG,Emmbrook,323,Wokingham,,
00MFNH,Evendons,323,Wokingham,,
00MFNJ,Finchampstead North,323,Wokingham,,
00MFNK,Finchampstead South,323,Wokingham,,
00MFNL,Hawkedon,323,Wokingham,,
00MFNM,Hillside,323,Wokingham,,
00MFNN,Hurst,323,Wokingham,,
00MFNP,Loddon,323,Wokingham,,
00MFNQ,Maiden Erlegh,323,Wokingham,,
00MFNR,Norreys,323,Wokingham,,
00MFNS,"Remenham, Wargrave and Ruscombe",323,Wokingham,,
00MFNT,Shinfield North,323,Wokingham,,
00MFNU,Shinfield South,323,Wokingham,,
00MFNW,Sonning,323,Wokingham,,
00MFNX,South Lake,323,Wokingham,,
00MFNY,Swallowfield,323,Wokingham,,
00MFNZ,Twyford,323,Wokingham,,
00MFPA,Wescott,323,Wokingham,,
00MFPB,Winnersh,323,Wokingham,,
00MFPC,Wokingham Without,323,Wokingham,,
00MGNB,Bletchley and Fenny Stratford,326,Milton Keynes,,
00MGNC,Bradwell,326,Milton Keynes,,
00MGND,Campbell Park,326,Milton Keynes,,
00MGNE,Danesborough,326,Milton Keynes,,
00MGNF,Denbigh,326,Milton Keynes,,
00MGNG,Eaton Manor,326,Milton Keynes,,
00MGNH,Emerson Valley,326,Milton Keynes,,
00MGNJ,Furzton,326,Milton Keynes,,
00MGNK,Hanslope Park,326,Milton Keynes,,
00MGNL,Linford North,326,Milton Keynes,,
00MGNM,Linford South,326,Milton Keynes,,
00MGNN,Loughton Park,326,Milton Keynes,,
00MGNP,Middleton,326,Milton Keynes,,
00MGNQ,Newport Pagnell North,326,Milton Keynes,,
00MGNR,Newport Pagnell South,326,Milton Keynes,,
00MGNS,Olney,326,Milton Keynes,,
00MGNT,Sherington,326,Milton Keynes,,
00MGNU,Stantonbury,326,Milton Keynes,,
00MGNW,Stony Stratford,326,Milton Keynes,,
00MGNX,Walton Park,326,Milton Keynes,,
00MGNY,Whaddon,326,Milton Keynes,,
00MGNZ,Wolverton,326,Milton Keynes,,
00MGPA,Woughton,326,Milton Keynes,,
00MLND,Brunswick and Adelaide,452,Brighton and Hove,,
00MLNE,Central Hove,452,Brighton and Hove,,
00MLNF,East Brighton,452,Brighton and Hove,,
00MLNG,Goldsmid,452,Brighton and Hove,,
00MLNH,Hangleton and Knoll,452,Brighton and Hove,,
00MLNJ,Hanover and Elm Grove,452,Brighton and Hove,,
00MLNK,Hollingbury and Stanmer,452,Brighton and Hove,,
00MLNL,Moulsecoomb and Bevendean,452,Brighton and Hove,,
00MLNM,North Portslade,452,Brighton and Hove,,
00MLNN,Patcham,452,Brighton and Hove,,
00MLNP,Preston Park,452,Brighton and Hove,,
00MLNQ,Queen's Park,452,Brighton and Hove,,
00MLNR,Regency,452,Brighton and Hove,,
00MLNS,Rottingdean Coastal,452,Brighton and Hove,,
00MLNT,St. Peter's and North Laine,452,Brighton and Hove,,
00MLNU,South Portslade,452,Brighton and Hove,,
00MLNW,Stanford,452,Brighton and Hove,,
00MLNX,Westbourne,452,Brighton and Hove,,
00MLNY,Wish,452,Brighton and Hove,,
00MLNZ,Withdean,452,Brighton and Hove,,
00MLPA,Woodingdean,452,Brighton and Hove,,
00MRMP,Baffins,497,Portsmouth,,
00MRMQ,Central Southsea,497,Portsmouth,,
00MRMR,Charles Dickens,497,Portsmouth,,
00MRMS,Copnor,497,Portsmouth,,
00MRMT,Cosham,497,Portsmouth,,
00MRMU,Drayton and Farlington,497,Portsmouth,,
00MRMW,Eastney and Craneswater,497,Portsmouth,,
00MRMX,Fratton,497,Portsmouth,,
00MRMY,Hilsea,497,Portsmouth,,
00MRMZ,Milton,497,Portsmouth,,
00MRNA,Nelson,497,Portsmouth,,
00MRNB,Paulsgrove,497,Portsmouth,,
00MRNC,St Jude,497,Portsmouth,,
00MRND,St Thomas,497,Portsmouth,,
00MSMR,Bargate,500,Southampton,,
00MSMS,Bassett,500,Southampton,,
00MSMT,Bevois,500,Southampton,,
00MSMU,Bitterne,500,Southampton,,
00MSMW,Bitterne Park,500,Southampton,,
00MSMX,Coxford,500,Southampton,,
00MSMY,Freemantle,500,Southampton,,
00MSMZ,Harefield,500,Southampton,,
00MSNA,Millbrook,500,Southampton,,
00MSNB,Peartree,500,Southampton,,
00MSNC,Portswood,500,Southampton,,
00MSND,Redbridge,500,Southampton,,
00MSNE,Shirley,500,Southampton,,
00MSNF,Sholing,500,Southampton,,
00MSNG,Swaythling,500,Southampton,,
00MSNH,Woolston,500,Southampton,,
00MWPC,Ashey,556,Isle of Wight,,
00MWPD,Bembridge North,556,Isle of Wight,,
00MWPE,Bembridge South,556,Isle of Wight,,
00MWPF,Binstead,556,Isle of Wight,,
00MWPG,Brading and St Helens,556,Isle of Wight,,
00MWPH,Brighstone and Calbourne,556,Isle of Wight,,
00MWPJ,Carisbrooke East,556,Isle of Wight,,
00MWPK,Carisbrooke West,556,Isle of Wight,,
00MWPL,Central Rural,556,Isle of Wight,,
00MWPM,"Chale, Niton and Whitwell",556,Isle of Wight,,
00MWPN,Cowes Castle East,556,Isle of Wight,,
00MWPP,Cowes Castle West,556,Isle of Wight,,
00MWPQ,Cowes Central,556,Isle of Wight,,
00MWPR,Cowes Medina,556,Isle of Wight,,
00MWPS,East Cowes North,556,Isle of Wight,,
00MWPT,East Cowes South,556,Isle of Wight,,
00MWPU,Fairlee,556,Isle of Wight,,
00MWPW,Freshwater Afton,556,Isle of Wight,,
00MWPX,Freshwater Norton,556,Isle of Wight,,
00MWPY,Gurnard,556,Isle of Wight,,
00MWPZ,Lake North,556,Isle of Wight,,
00MWQA,Lake South,556,Isle of Wight,,
00MWQB,Mount Joy,556,Isle of Wight,,
00MWQC,Newchurch,556,Isle of Wight,,
00MWQD,Newport North,556,Isle of Wight,,
00MWQE,Newport South,556,Isle of Wight,,
00MWQF,Northwood,556,Isle of Wight,,
00MWQG,Osborne,556,Isle of Wight,,
00MWQH,Pan,556,Isle of Wight,,
00MWQJ,Parkhurst,556,Isle of Wight,,
00MWQK,Ryde North East,556,Isle of Wight,,
00MWQL,Ryde North West,556,Isle of Wight,,
00MWQM,Ryde South East,556,Isle of Wight,,
00MWQN,Ryde South West,556,Isle of Wight,,
00MWQP,St Johns East,556,Isle of Wight,,
00MWQQ,St Johns West,556,Isle of Wight,,
00MWQR,Sandown North,556,Isle of Wight,,
00MWQS,Sandown South,556,Isle of Wight,,
00MWQT,Seaview and Nettlestone,556,Isle of Wight,,
00MWQU,Shalfleet and Yarmouth,556,Isle of Wight,,
00MWQW,Shanklin Central,556,Isle of Wight,,
00MWQX,Shanklin North,556,Isle of Wight,,
00MWQY,Shanklin South,556,Isle of Wight,,
00MWQZ,Totland,556,Isle of Wight,,
00MWRA,Ventnor East,556,Isle of Wight,,
00MWRB,Ventnor West,556,Isle of Wight,,
00MWRC,Wootton,556,Isle of Wight,,
00MWRD,Wroxall and Godshill,556,Isle of Wight,,
00NAMA,Aberffraw,857,Ynys Mon (Isle of Anglesey),,
00NAMB,Amlwch Port,857,Ynys Mon (Isle of Anglesey),,
00NAMC,Amlwch Rural,857,Ynys Mon (Isle of Anglesey),,
00NAMD,Beaumaris,857,Ynys Mon (Isle of Anglesey),,
00NAME,Bodffordd,857,Ynys Mon (Isle of Anglesey),,
00NAMF,Bodorgan,857,Ynys Mon (Isle of Anglesey),,
00NAMG,Braint,857,Ynys Mon (Isle of Anglesey),,
00NAMH,Bryngwran,857,Ynys Mon (Isle of Anglesey),,
00NAMJ,Brynteg,857,Ynys Mon (Isle of Anglesey),,
00NAMK,Cadnant,857,Ynys Mon (Isle of Anglesey),,
00NAML,Cefni,857,Ynys Mon (Isle of Anglesey),,
00NAMM,Cwm Cadnant,857,Ynys Mon (Isle of Anglesey),,
00NAMN,Cyngar,857,Ynys Mon (Isle of Anglesey),,
00NAMP,Gwyngyll,857,Ynys Mon (Isle of Anglesey),,
00NAMQ,Holyhead Town,857,Ynys Mon (Isle of Anglesey),,
00NAMR,Kingsland,857,Ynys Mon (Isle of Anglesey),,
00NAMS,Llanbadrig,857,Ynys Mon (Isle of Anglesey),,
00NAMT,Llanbedrgoch,857,Ynys Mon (Isle of Anglesey),,
00NAMU,Llanddyfnan,857,Ynys Mon (Isle of Anglesey),,
00NAMW,Llaneilian,857,Ynys Mon (Isle of Anglesey),,
00NAMX,Llanfaethlu,857,Ynys Mon (Isle of Anglesey),,
00NAMY,Llanfair-yn-Neubwll,857,Ynys Mon (Isle of Anglesey),,
00NAMZ,Llanfihangel Ysgeifiog,857,Ynys Mon (Isle of Anglesey),,
00NANA,Llangoed,857,Ynys Mon (Isle of Anglesey),,
00NANB,Llanidan,857,Ynys Mon (Isle of Anglesey),,
00NANC,Llannerch-y-medd,857,Ynys Mon (Isle of Anglesey),,
