WDSTB03CD,WDSTB03NM,WDCAS03CD,WDCAS03NM,WDSTL03CD,WDSTL03NM
00GLMZ,Berryhill and Hanley East,00GLMZ,Berryhill and Hanley East,00GLMZ,Berryhill and Hanley East
00GLNA,Blurton,00GLNA,Blurton,00GLNA,Blurton
00GLNB,Burslem North,00GLNB,Burslem North,00GLNB,Burslem North
00GLNC,Burslem South,00GLNC,Burslem South,00GLNC,Burslem South
00GLND,Chell and Packmoor,00GLND,Chell and Packmoor,00GLND,Chell and Packmoor
00GLNE,East Valley,00GLNE,East Valley,00GLNE,East Valley
00GLNF,Fenton,00GLNF,Fenton,00GLNF,Fenton
00GLNG,Hanley West and Shelton,00GLNG,Hanley West and Shelton,00GLNG,Hanley West and Shelton
00GLNH,Hartshill and Penkhull,00GLNH,Hartshill and Penkhull,00GLNH,Hartshill and Penkhull
00GLNJ,Longton North,00GLNJ,Longton North,00GLNJ,Longton North
00GLNK,Longton South,00GLNK,Longton South,00GLNK,Longton South
00GLNL,Meir Park and Sandon,00GLNL,Meir Park and Sandon,00GLNL,Meir Park and Sandon
00GLNM,Northwood and Birches Head,00GLNM,Northwood and Birches Head,00GLNM,Northwood and Birches Head
00GLNN,Norton and Bradeley,00GLNN,Norton and Bradeley,00GLNN,Norton and Bradeley
00GLNP,Stoke and Trent Vale,00GLNP,Stoke and Trent Vale,00GLNP,Stoke and Trent Vale
00GLNQ,Trentham and Hanford,00GLNQ,Trentham and Hanford,00GLNQ,Trentham and Hanford
00GLNR,Tunstall,00GLNR,Tunstall,00GLNR,Tunstall
00GLNS,Weston and Meir North,00GLNS,Weston and Meir North,00GLNS,Weston and Meir North
00HANP,Abbey,00HANP,Abbey,00HANP,Abbey
00HANQ,Bathavon North,00HANQ,Bathavon North,00HANQ,Bathavon North
00HANR,Bathavon South,00HANR,Bathavon South,00HANR,Bathavon South
00HANS,Bathavon West,00HANS,Bathavon West,00HANS,Bathavon West
00HANT,Bathwick,00HANT,Bathwick,00HANT,Bathwick
00HANU,Chew Valley North,00HANU,Chew Valley North,00HANU,Chew Valley North
00HANW,Chew Valley South,00HANW,Chew Valley South,00HANW,Chew Valley South
00HANX,Clutton,00HANX,Clutton,00HANX,Clutton
00HANY,Combe Down,00HANY,Combe Down,00HANY,Combe Down
00HANZ,Farmborough,00HANZ,Farmborough,00HANZ,Farmborough
00HAPA,High Littleton,00HAPA,High Littleton,00HAPA,High Littleton
00HAPB,Keynsham East,00HAPB,Keynsham East,00HAPB,Keynsham East
00HAPC,Keynsham North,00HAPC,Keynsham North,00HAPC,Keynsham North
00HAPD,Keynsham South,00HAPD,Keynsham South,00HAPD,Keynsham South
00HAPE,Kingsmead,00HAPE,Kingsmead,00HAPE,Kingsmead
00HAPF,Lambridge,00HAPF,Lambridge,00HAPF,Lambridge
00HAPG,Lansdown,00HAPG,Lansdown,00HAPG,Lansdown
00HAPH,Lyncombe,00HAPH,Lyncombe,00HAPH,Lyncombe
00HAPJ,Mendip,00HAPJ,Mendip,00HAPJ,Mendip
00HAPK,Midsomer Norton North,00HAPK,Midsomer Norton North,00HAPK,Midsomer Norton North
00HAPL,Midsomer Norton Redfield,00HAPL,Midsomer Norton Redfield,00HAPL,Midsomer Norton Redfield
00HAPM,Newbridge,00HAPM,Newbridge,00HAPM,Newbridge
00HAPN,Odd Down,00HAPN,Odd Down,00HAPN,Odd Down
00HAPP,Oldfield,00HAPP,Oldfield,00HAPP,Oldfield
00HAPQ,Paulton,00HAPQ,Paulton,00HAPQ,Paulton
00HAPR,Peasedown,00HAPR,Peasedown,00HAPR,Peasedown
00HAPS,Publow and Whitchurch,00HAPS,Publow and Whitchurch,00HAPS,Publow and Whitchurch
00HAPT,Radstock,00HAPT,Radstock,00HAPT,Radstock
00HAPU,Saltford,00HAPU,Saltford,00HAPU,Saltford
00HAPW,Southdown,00HAPW,Southdown,00HAPW,Southdown
00HAPX,Timsbury,00HAPX,Timsbury,00HAPX,Timsbury
00HAPY,Twerton,00HAPY,Twerton,00HAPY,Twerton
00HAPZ,Walcot,00HAPZ,Walcot,00HAPZ,Walcot
00HAQA,Westfield,00HAQA,Westfield,00HAQA,Westfield
00HAQB,Westmoreland,00HAQB,Westmoreland,00HAQB,Westmoreland
00HAQC,Weston,00HAQC,Weston,00HAQC,Weston
00HAQD,Widcombe,00HAQD,Widcombe,00HAQD,Widcombe
00HBNM,Ashley,00HBNM,Ashley,00HBNM,Ashley
00HBNN,Avonmouth,00HBNN,Avonmouth,00HBNN,Avonmouth
00HBNP,Bedminster,00HBNP,Bedminster,00HBNP,Bedminster
00HBNQ,Bishopston,00HBNQ,Bishopston,00HBNQ,Bishopston
00HBNR,Bishopsworth,00HBNR,Bishopsworth,00HBNR,Bishopsworth
00HBNS,Brislington East,00HBNS,Brislington East,00HBNS,Brislington East
00HBNT,Brislington West,00HBNT,Brislington West,00HBNT,Brislington West
00HBNU,Cabot,00HBNU,Cabot,00HBNU,Cabot
00HBNW,Clifton,00HBNW,Clifton,00HBNW,Clifton
00HBNX,Clifton East,00HBNX,Clifton East,00HBNX,Clifton East
00HBNY,Cotham,00HBNY,Cotham,00HBNY,Cotham
00HBNZ,Easton,00HBNZ,Easton,00HBNZ,Easton
00HBPA,Eastville,00HBPA,Eastville,00HBPA,Eastville
00HBPB,Filwood,00HBPB,Filwood,00HBPB,Filwood
00HBPC,Frome Vale,00HBPC,Frome Vale,00HBPC,Frome Vale
00HBPD,Hartcliffe,00HBPD,Hartcliffe,00HBPD,Hartcliffe
00HBPE,Henbury,00HBPE,Henbury,00HBPE,Henbury
00HBPF,Hengrove,00HBPF,Hengrove,00HBPF,Hengrove
00HBPG,Henleaze,00HBPG,Henleaze,00HBPG,Henleaze
00HBPH,Hillfields,00HBPH,Hillfields,00HBPH,Hillfields
00HBPJ,Horfield,00HBPJ,Horfield,00HBPJ,Horfield
00HBPK,Kingsweston,00HBPK,Kingsweston,00HBPK,Kingsweston
00HBPL,Knowle,00HBPL,Knowle,00HBPL,Knowle
00HBPM,Lawrence Hill,00HBPM,Lawrence Hill,00HBPM,Lawrence Hill
00HBPN,Lockleaze,00HBPN,Lockleaze,00HBPN,Lockleaze
00HBPP,Redland,00HBPP,Redland,00HBPP,Redland
00HBPQ,St George East,00HBPQ,St George East,00HBPQ,St George East
00HBPR,St George West,00HBPR,St George West,00HBPR,St George West
00HBPS,Southmead,00HBPS,Southmead,00HBPS,Southmead
00HBPT,Southville,00HBPT,Southville,00HBPT,Southville
00HBPU,Stockwood,00HBPU,Stockwood,00HBPU,Stockwood
00HBPW,Stoke Bishop,00HBPW,Stoke Bishop,00HBPW,Stoke Bishop
00HBPX,Westbury-on-Trym,00HBPX,Westbury-on-Trym,00HBPX,Westbury-on-Trym
00HBPY,Whitchurch Park,00HBPY,Whitchurch Park,00HBPY,Whitchurch Park
00HBPZ,Windmill Hill,00HBPZ,Windmill Hill,00HBPZ,Windmill Hill
00HCNP,Backwell,00HCNP,Backwell,00HCNP,Backwell
00HCNQ,Banwell and Winscombe,00HCNQ,Banwell and Winscombe,00HCNQ,Banwell and Winscombe
00HCNR,Blagdon and Churchill,00HCNR,Blagdon and Churchill,00HCNR,Blagdon and Churchill
00HCNS,Clevedon Central,00HCNS,Clevedon Central,00HCNS,Clevedon Central
00HCNT,Clevedon East,00HCNT,Clevedon East,00HCNT,Clevedon East
00HCNU,Clevedon North,00HCNU,Clevedon North,00HCNU,Clevedon North
00HCNW,Clevedon South,00HCNW,Clevedon South,00HCNW,Clevedon South
00HCNX,Clevedon Walton,00HCNX,Clevedon Walton,00HCNX,Clevedon Walton
00HCNY,Clevedon West,00HCNY,Clevedon West,00HCNY,Clevedon West
00HCNZ,Clevedon Yeo,00HCNZ,Clevedon Yeo,00HCNZ,Clevedon Yeo
00HCPA,Congresbury,00HCPA,Congresbury,00HCPA,Congresbury
00HCPB,Easton-in-Gordano,00HCPB,Easton-in-Gordano,00HCPB,Easton-in-Gordano
00HCPC,Gordano,00HCPC,Gordano,00HCPC,Gordano
00HCPD,Hutton and Locking,00HCPD,Hutton and Locking,00HCPD,Hutton and Locking
00HCPE,Kewstoke,00HCPE,Kewstoke,00HCPE,Kewstoke
00HCPF,Nailsea East,00HCPF,Nailsea East,00HCPF,Nailsea East
00HCPG,Nailsea North and West,00HCPG,Nailsea North and West,00HCPG,Nailsea North and West
00HCPH,Pill,00HCPH,Pill,00HCPH,Pill
00HCPJ,Portishead Central,00HCPJ,Portishead Central,00HCPJ,Portishead Central
00HCPK,Portishead Coast,00HCPK,Portishead Coast,00HCPK,Portishead Coast
00HCPL,Portishead East,00HCPL,Portishead East,00HCPL,Portishead East
00HCPM,Portishead Redcliffe Bay,00HCPM,Portishead Redcliffe Bay,00HCPM,Portishead Redcliffe Bay
00HCPN,Portishead South and North Weston,00HCPN,Portishead South and North Weston,00HCPN,Portishead South and North Weston
00HCPP,Portishead West,00HCPP,Portishead West,00HCPP,Portishead West
00HCPQ,Weston-super-Mare Central,00HCPQ,Weston-super-Mare Central,00HCPQ,Weston-super-Mare Central
00HCPR,Weston-super-Mare Clarence and Uphill,00HCPR,Weston-super-Mare Clarence and Uphill,00HCPR,Weston-super-Mare Clarence and Uphill
00HCPS,Weston-super-Mare East,00HCPS,Weston-super-Mare East,00HCPS,Weston-super-Mare East
00HCPT,Weston-super-Mare Milton and Old Worle,00HCPT,Weston-super-Mare Milton and Old Worle,00HCPT,Weston-super-Mare Milton and Old Worle
00HCPU,Weston-super-Mare North Worle,00HCPU,Weston-super-Mare North Worle,00HCPU,Weston-super-Mare North Worle
00HCPW,Weston-super-Mare South,00HCPW,Weston-super-Mare South,00HCPW,Weston-super-Mare South
00HCPX,Weston-super-Mare South Worle,00HCPX,Weston-super-Mare South Worle,00HCPX,Weston-super-Mare South Worle
00HCPY,Weston-super-Mare West,00HCPY,Weston-super-Mare West,00HCPY,Weston-super-Mare West
00HCPZ,Winford,00HCPZ,Winford,00HCPZ,Winford
00HCQA,Wraxall and Long Ashton,00HCQA,Wraxall and Long Ashton,00HCQA,Wraxall and Long Ashton
00HCQB,Wrington,00HCQB,Wrington,00HCQB,Wrington
00HCQC,Yatton,00HCQC,Yatton,00HCQC,Yatton
00HDNR,Almondsbury,00HDNR,Almondsbury,00HDNR,Almondsbury
00HDNS,Alveston,00HDNS,Alveston,00HDNS,Alveston
00HDNT,Bitton,00HDNT,Bitton,00HDNT,Bitton
00HDNU,Boyd Valley,00HDNU,Boyd Valley,00HDNU,Boyd Valley
00HDNW,Bradley Stoke  Baileys Court,00HDNW,Bradley Stoke  Baileys Court,00HDNW,Bradley Stoke  Baileys Court
00HDNX,Bradley Stoke  Bowsland,00HDNX,Bradley Stoke  Bowsland,00HDNX,Bradley Stoke  Bowsland
00HDNY,Bradley Stoke  Sherbourne,00HDNY,Bradley Stoke  Sherbourne,00HDNY,Bradley Stoke  Sherbourne
00HDNZ,Charfield,00HDNZ,Charfield,00HDNZ,Charfield
00HDPA,Chipping Sodbury,00HDPA,Chipping Sodbury,00HDPA,Chipping Sodbury
00HDPB,Cotswold Edge,00HDPB,Cotswold Edge,00HDPB,Cotswold Edge
00HDPC,Dodington,00HDPC,Dodington,00HDPC,Dodington
00HDPD,Downend,00HDPD,Downend,00HDPD,Downend
00HDPE,Filton,00HDPE,Filton,00HDPE,Filton
00HDPF,Frampton Cotterell,00HDPF,Frampton Cotterell,00HDPF,Frampton Cotterell
00HDPG,Hanham,00HDPG,Hanham,00HDPG,Hanham
00HDPH,Kings Chase,00HDPH,Kings Chase,00HDPH,Kings Chase
00HDPJ,Ladden Brook,00HDPJ,Ladden Brook,00HDPJ,Ladden Brook
00HDPK,Longwell Green,00HDPK,Longwell Green,00HDPK,Longwell Green
00HDPL,Oldland Common,00HDPL,Oldland Common,00HDPL,Oldland Common
00HDPM,Parkwall,00HDPM,Parkwall,00HDPM,Parkwall
00HDPN,Patchway,00HDPN,Patchway,00HDPN,Patchway
00HDPP,Pilning and Severn Beach,00HDPP,Pilning and Severn Beach,00HDPP,Pilning and Severn Beach
00HDPQ,Rodway,00HDPQ,Rodway,00HDPQ,Rodway
00HDPR,Severn,00HDPR,Severn,00HDPR,Severn
00HDPS,Siston,00HDPS,Siston,00HDPS,Siston
00HDPT,Staple Hill,00HDPT,Staple Hill,00HDPT,Staple Hill
00HDPU,Stoke Gifford,00HDPU,Stoke Gifford,00HDPU,Stoke Gifford
00HDPW,Thornbury North,00HDPW,Thornbury North,00HDPW,Thornbury North
00HDPX,Thornbury South,00HDPX,Thornbury South,00HDPX,Thornbury South
00HDPY,Westerleigh,00HDPY,Westerleigh,00HDPY,Westerleigh
00HDPZ,Winterbourne,00HDPZ,Winterbourne,00HDPZ,Winterbourne
00HDQA,Woodstock,00HDQA,Woodstock,00HDQA,Woodstock
00HDQB,Yate Central,00HDQB,Yate Central,00HDQB,Yate Central
00HDQC,Yate North,00HDQC,Yate North,00HDQC,Yate North
00HDQD,Yate West,00HDQD,Yate West,00HDQD,Yate West
00HGMX,Budshead,00HGMX,Budshead,00HGMX,Budshead
00HGMY,Compton,00HGMY,Compton,00HGMY,Compton
00HGMZ,Devonport,00HGMZ,Devonport,00HGMZ,Devonport
00HGNA,Drake,00HGNA,Drake,00HGNA,Drake
00HGNB,Efford and Lipson,00HGNB,Efford and Lipson,00HGNB,Efford and Lipson
00HGNC,Eggbuckland,00HGNC,Eggbuckland,00HGNC,Eggbuckland
00HGND,Ham,00HGND,Ham,00HGND,Ham
00HGNE,Honicknowle,00HGNE,Honicknowle,00HGNE,Honicknowle
00HGNF,Moor View,00HGNF,Moor View,00HGNF,Moor View
00HGNG,Peverell,00HGNG,Peverell,00HGNG,Peverell
00HGNH,Plympton Chaddlewood,00HGNH,Plympton Chaddlewood,00HGNH,Plympton Chaddlewood
00HGNJ,Plympton Erle,00HGNJ,Plympton Erle,00HGNJ,Plympton Erle
00HGNK,Plympton St Mary,00HGNK,Plympton St Mary,00HGNK,Plympton St Mary
00HGNL,Plymstock Dunstone,00HGNL,Plymstock Dunstone,00HGNL,Plymstock Dunstone
00HGNM,Plymstock Radford,00HGNM,Plymstock Radford,00HGNM,Plymstock Radford
00HGNN,St Budeaux,00HGNN,St Budeaux,00HGNN,St Budeaux
00HGNP,St Peter and the Waterfront,00HGNP,St Peter and the Waterfront,00HGNP,St Peter and the Waterfront
00HGNQ,Southway,00HGNQ,Southway,00HGNQ,Southway
00HGNR,Stoke,00HGNR,Stoke,00HGNR,Stoke
00HGNS,Sutton and Mount Gould,00HGNS,Sutton and Mount Gould,00HGNS,Sutton and Mount Gould
00HHMN,Berry Head-with-Furzeham,00HHMN,Berry Head-with-Furzeham,00HHMN,Berry Head-with-Furzeham
00HHMP,Blatchcombe,00HHMP,Blatchcombe,00HHMP,Blatchcombe
00HHMQ,Churston-with-Galmpton,00HHMQ,Churston-with-Galmpton,00HHMQ,Churston-with-Galmpton
00HHMR,Clifton-with-Maidenway,00HHMR,Clifton-with-Maidenway,00HHMR,Clifton-with-Maidenway
00HHMS,Cockington-with-Chelston,00HHMS,Cockington-with-Chelston,00HHMS,Cockington-with-Chelston
00HHMT,Ellacombe,00HHMT,Ellacombe,00HHMT,Ellacombe
00HHMU,Goodrington-with-Roselands,00HHMU,Goodrington-with-Roselands,00HHMU,Goodrington-with-Roselands
00HHMW,Preston,00HHMW,Preston,00HHMW,Preston
00HHMX,Roundham-with-Hyde,00HHMX,Roundham-with-Hyde,00HHMX,Roundham-with-Hyde
00HHMY,St Marychurch,00HHMY,St Marychurch,00HHMY,St Marychurch
00HHMZ,St Mary's-with-Summercombe,00HHMZ,St Mary's-with-Summercombe,00HHMZ,St Mary's-with-Summercombe
00HHNA,Shiphay-with-the-Willows,00HHNA,Shiphay-with-the-Willows,00HHNA,Shiphay-with-the-Willows
00HHNB,Tormohun,00HHNB,Tormohun,00HHNB,Tormohun
00HHNC,Watcombe,00HHNC,Watcombe,00HHNC,Watcombe
00HHND,Wellswood,00HHND,Wellswood,00HHND,Wellswood
00HNMW,Boscombe East,00HNMW,Boscombe East,00HNMW,Boscombe East
00HNMX,Boscombe West,00HNMX,Boscombe West,00HNMX,Boscombe West
00HNMY,Central,00HNMY,Central,00HNMY,Central
00HNMZ,East Cliff and Springbourne,00HNMZ,East Cliff and Springbourne,00HNMZ,East Cliff and Springbourne
00HNNA,East Southbourne and Tuckton,00HNNA,East Southbourne and Tuckton,00HNNA,East Southbourne and Tuckton
00HNNB,Kinson North,00HNNB,Kinson North,00HNNB,Kinson North
00HNNC,Kinson South,00HNNC,Kinson South,00HNNC,Kinson South
00HNND,Littledown and Iford,00HNND,Littledown and Iford,00HNND,Littledown and Iford
00HNNE,Moordown,00HNNE,Moordown,00HNNE,Moordown
00HNNF,Queen's Park,00HNNF,Queen's Park,00HNNF,Queen's Park
00HNNG,Redhill and Northbourne,00HNNG,Redhill and Northbourne,00HNNG,Redhill and Northbourne
00HNNH,Strouden Park,00HNNH,Strouden Park,00HNNH,Strouden Park
00HNNJ,Talbot and Branksome Woods,00HNNJ,Talbot and Branksome Woods,00HNNJ,Talbot and Branksome Woods
00HNNK,Throop and Muscliff,00HNNK,Throop and Muscliff,00HNNK,Throop and Muscliff
00HNNL,Wallisdown and Winton West,00HNNL,Wallisdown and Winton West,00HNNL,Wallisdown and Winton West
00HNNM,West Southbourne,00HNNM,West Southbourne,00HNNM,West Southbourne
00HNNN,Westbourne and West Cliff,00HNNN,Westbourne and West Cliff,00HNNN,Westbourne and West Cliff
00HNNP,Winton East,00HNNP,Winton East,00HNNP,Winton East
00HPMP,Alderney,00HPMP,Alderney,00HPMP,Alderney
00HPMQ,Branksome East,00HPMQ,Branksome East,00HPMQ,Branksome East
00HPMR,Branksome West,00HPMR,Branksome West,00HPMR,Branksome West
00HPMS,Broadstone,00HPMS,Broadstone,00HPMS,Broadstone
00HPMT,Canford Cliffs,00HPMT,Canford Cliffs,00HPMT,Canford Cliffs
00HPMU,Canford Heath East,00HPMU,Canford Heath East,00HPMU,Canford Heath East
00HPMW,Canford Heath West,00HPMW,Canford Heath West,00HPMW,Canford Heath West
00HPMX,Creekmoor,00HPMX,Creekmoor,00HPMX,Creekmoor
00HPMY,Hamworthy East,00HPMY,Hamworthy East,00HPMY,Hamworthy East
00HPMZ,Hamworthy West,00HPMZ,Hamworthy West,00HPMZ,Hamworthy West
00HPNA,Merley and Bearwood,00HPNA,Merley and Bearwood,00HPNA,Merley and Bearwood
00HPNB,Newtown,00HPNB,Newtown,00HPNB,Newtown
00HPNC,Oakdale,00HPNC,Oakdale,00HPNC,Oakdale
00HPND,Parkstone,00HPND,Parkstone,00HPND,Parkstone
00HPNE,Penn Hill,00HPNE,Penn Hill,00HPNE,Penn Hill
00HPNF,Poole Town,00HPNF,Poole Town,00HPNF,Poole Town
00HXMY,Abbey Meads,00HXMY,Abbey Meads,00HXMY,Abbey Meads
00HXMZ,Blunsdon,00HXMZ,Blunsdon,00HXMZ,Blunsdon
00HXNA,Central,00HXNA,Central,00HXNA,Central
00HXNB,Covingham and Nythe,00HXNB,Covingham and Nythe,00HXNB,Covingham and Nythe
00HXNC,Dorcan,00HXNC,Dorcan,00HXNC,Dorcan
00HXND,Eastcott,00HXND,Eastcott,00HXND,Eastcott
00HXNE,Freshbrook and Grange Park,00HXNE,Freshbrook and Grange Park,00HXNE,Freshbrook and Grange Park
00HXNF,Gorse Hill and Pinehurst,00HXNF,Gorse Hill and Pinehurst,00HXNF,Gorse Hill and Pinehurst
00HXNG,Haydon Wick,00HXNG,Haydon Wick,00HXNG,Haydon Wick
00HXNH,Highworth,00HXNH,Highworth,00HXNH,Highworth
00HXNJ,Moredon,00HXNJ,Moredon,00HXNJ,Moredon
00HXNK,Old Town and Lawn,00HXNK,Old Town and Lawn,00HXNK,Old Town and Lawn
00HXNL,Parks,00HXNL,Parks,00HXNL,Parks
00HXNM,Penhill,00HXNM,Penhill,00HXNM,Penhill
00HXNN,Ridgeway,00HXNN,Ridgeway,00HXNN,Ridgeway
00HXNP,St Margaret,00HXNP,St Margaret,00HXNP,St Margaret
00HXNQ,St Philip,00HXNQ,St Philip,00HXNQ,St Philip
00HXNR,Shaw and Nine Elms,00HXNR,Shaw and Nine Elms,00HXNR,Shaw and Nine Elms
00HXNS,Toothill and Westlea,00HXNS,Toothill and Westlea,00HXNS,Toothill and Westlea
00HXNT,Walcot,00HXNT,Walcot,00HXNT,Walcot
00HXNU,Western,00HXNU,Western,00HXNU,Western
00HXNW,Wroughton and Chiseldon,00HXNW,Wroughton and Chiseldon,00HXNW,Wroughton and Chiseldon
00JANB,Barnack,00JANB,Barnack,00JANB,Barnack
00JANC,Bretton North,00JANC,Bretton North,00JANC,Bretton North
00JAND,Bretton South,00JAND,Bretton South,00JAND,Bretton South
00JANE,Central,00JANE,Central,00JANE,Central
00JANF,Dogsthorpe,00JANF,Dogsthorpe,00JANF,Dogsthorpe
00JANG,East,00JANG,East,00JANG,East
00JANH,Eye and Thorney,00JANH,Eye and Thorney,00JANH,Eye and Thorney
00JANJ,Fletton,00JANJ,Fletton,00JANJ,Fletton
00JANK,Glinton and Wittering,00JANK,Glinton and Wittering,00JANK,Glinton and Wittering
00JANL,Newborough,00JANL,Newborough,00JANL,Newborough
00JANM,North,00JANM,North,00JANM,North
00JANN,Northborough,00JANN,Northborough,00JANN,Northborough
00JANP,Orton Longueville,00JANP,Orton Longueville,00JANP,Orton Longueville
00JANQ,Orton Waterville,00JANQ,Orton Waterville,00JANQ,Orton Waterville
00JANR,Orton with Hampton,00JANR,Orton with Hampton,00JANR,Orton with Hampton
00JANS,Park,00JANS,Park,00JANS,Park
00JANT,Paston,00JANT,Paston,00JANT,Paston
00JANU,Ravensthorpe,00JANU,Ravensthorpe,00JANU,Ravensthorpe
00JANW,Stanground Central,00JANW,Stanground Central,00JANW,Stanground Central
00JANX,Stanground East,00JANX,Stanground East,00JANX,Stanground East
00JANY,Walton,00JANY,Walton,00JANY,Walton
00JANZ,Werrington North,00JANZ,Werrington North,00JANZ,Werrington North
00JAPA,Werrington South,00JAPA,Werrington South,00JAPA,Werrington South
00JAPB,West,00JAPB,West,00JAPB,West
00KAMS,Barnfield,00KAMS,Barnfield,00KAMS,Barnfield
00KAMT,Biscot,00KAMT,Biscot,00KAMT,Biscot
00KAMU,Bramingham,00KAMU,Bramingham,00KAMU,Bramingham
00KAMW,Challney,00KAMW,Challney,00KAMW,Challney
00KAMX,Crawley,00KAMX,Crawley,00KAMX,Crawley
00KAMY,Dallow,00KAMY,Dallow,00KAMY,Dallow
00KAMZ,Farley,00KAMZ,Farley,00KAMZ,Farley
00KANA,High Town,00KANA,High Town,00KANA,High Town
00KANB,Icknield,00KANB,Icknield,00KANB,Icknield
00KANC,Leagrave,00KANC,Leagrave,00KANC,Leagrave
00KAND,Lewsey,00KAND,Lewsey,00KAND,Lewsey
00KANE,Limbury,00KANE,Limbury,00KANE,Limbury
00KANF,Northwell,00KANF,Northwell,00KANF,Northwell
00KANG,Round Green,00KANG,Round Green,00KANG,Round Green
00KANH,Saints,00KANH,Saints,00KANH,Saints
00KANJ,South,00KANJ,South,00KANJ,South
00KANK,Stopsley,00KANK,Stopsley,00KANK,Stopsley
00KANL,Sundon Park,00KANL,Sundon Park,00KANL,Sundon Park
00KANM,Wigmore,00KANM,Wigmore,00KANM,Wigmore
00KFMP,Belfairs,00KFMP,Belfairs,00KFMP,Belfairs
00KFMQ,Blenheim Park,00KFMQ,Blenheim Park,00KFMQ,Blenheim Park
00KFMR,Chalkwell,00KFMR,Chalkwell,00KFMR,Chalkwell
00KFMS,Eastwood Park,00KFMS,Eastwood Park,00KFMS,Eastwood Park
00KFMT,Kursaal,00KFMT,Kursaal,00KFMT,Kursaal
00KFMU,Leigh,00KFMU,Leigh,00KFMU,Leigh
00KFMW,Milton,00KFMW,Milton,00KFMW,Milton
00KFMX,Prittlewell,00KFMX,Prittlewell,00KFMX,Prittlewell
00KFMY,St Laurence,00KFMY,St Laurence,00KFMY,St Laurence
00KFMZ,St. Luke's,00KFMZ,St. Luke's,00KFMZ,St. Luke's
00KFNA,Shoeburyness,00KFNA,Shoeburyness,00KFNA,Shoeburyness
00KFNB,Southchurch,00KFNB,Southchurch,00KFNB,Southchurch
00KFNC,Thorpe,00KFNC,Thorpe,00KFNC,Thorpe
00KFND,Victoria,00KFND,Victoria,00KFND,Victoria
00KFNE,Westborough,00KFNE,Westborough,00KFNE,Westborough
00KFNF,West Leigh,00KFNF,West Leigh,00KFNF,West Leigh
00KFNG,West Shoebury,00KFNG,West Shoebury,00KFNG,West Shoebury
00KGMX,Aveley and Uplands,00KGMX,Aveley and Uplands,00KGMX,Aveley and Uplands
00KGMY,Belhus,00KGMY,Belhus,00KGMY,Belhus
00KGMZ,Chadwell St Mary,00KGMZ,Chadwell St Mary,00KGMZ,Chadwell St Mary
00KGNA,Chafford and North Stifford,00KGNA,Chafford and North Stifford,00KGNA,Chafford and North Stifford
00KGNB,Corringham and Fobbing,00KGNB,Corringham and Fobbing,00KGNB,Corringham and Fobbing
00KGNC,East Tilbury,00KGNC,East Tilbury,00KGNC,East Tilbury
00KGND,Grays Riverside,00KGND,Grays Riverside,00KGND,Grays Riverside
00KGNE,Grays Thurrock,00KGNE,Grays Thurrock,00KGNE,Grays Thurrock
00KGNF,Little Thurrock Blackshots,00KGNF,Little Thurrock Blackshots,00KGNF,Little Thurrock Blackshots
00KGNG,Little Thurrock Rectory,00KGNG,Little Thurrock Rectory,00KGNG,Little Thurrock Rectory
00KGNH,Ockendon,00KGNH,Ockendon,00KGNH,Ockendon
00KGNJ,Orsett,00KGNJ,Orsett,00KGNJ,Orsett
00KGNK,South Chafford,00KGNK,South Chafford,00KGNK,South Chafford
00KGNL,Stanford East and Corringham Town,00KGNL,Stanford East and Corringham Town,00KGNL,Stanford East and Corringham Town
00KGNM,Stanford-le-Hope West,00KGNM,Stanford-le-Hope West,00KGNM,Stanford-le-Hope West
00KGNN,Stifford Clays,00KGNN,Stifford Clays,00KGNN,Stifford Clays
00KGNP,The Homesteads,00KGNP,The Homesteads,00KGNP,The Homesteads
00KGNQ,Tilbury Riverside and Thurrock Park,00KGNQ,Tilbury Riverside and Thurrock Park,00KGNQ,Tilbury Riverside and Thurrock Park
00KGNR,Tilbury St Chads,00KGNR,Tilbury St Chads,00KGNR,Tilbury St Chads
00KGNS,West Thurrock and South Stifford,00KGNS,West Thurrock and South Stifford,00KGNS,West Thurrock and South Stifford
00LCNN,Chatham Central,00LCNN,Chatham Central,00LCNN,Chatham Central
00LCNP,Cuxton and Halling,00LCNP,Cuxton and Halling,00LCNP,Cuxton and Halling
00LCNQ,Gillingham North,00LCNQ,Gillingham North,00LCNQ,Gillingham North
00LCNR,Gillingham South,00LCNR,Gillingham South,00LCNR,Gillingham South
00LCNS,Hempstead and Wigmore,00LCNS,Hempstead and Wigmore,00LCNS,Hempstead and Wigmore
00LCNT,Lordswood and Capstone,00LCNT,Lordswood and Capstone,00LCNT,Lordswood and Capstone
00LCNU,Luton and Wayfield,00LCNU,Luton and Wayfield,00LCNU,Luton and Wayfield
00LCNW,Peninsula,00LCNW,Peninsula,00LCNW,Peninsula
00LCNX,Princes Park,00LCNX,Princes Park,00LCNX,Princes Park
00LCNY,Rainham Central,00LCNY,Rainham Central,00LCNY,Rainham Central
00LCNZ,Rainham North,00LCNZ,Rainham North,00LCNZ,Rainham North
00LCPA,Rainham South,00LCPA,Rainham South,00LCPA,Rainham South
00LCPB,River,00LCPB,River,00LCPB,River
00LCPC,Rochester East,00LCPC,Rochester East,00LCPC,Rochester East
00LCPD,Rochester South and Horsted,00LCPD,Rochester South and Horsted,00LCPD,Rochester South and Horsted
